"geoid","region_name","measure","value","year","measure_type","region_type"
"51670","Hopewell city, Virginia","adequateplus_pc",0.202,2019,"proportion","county"
"51678","Lexington city, Virginia","adequateplus_pc",0.302,2019,"proportion","county"
"51680","Lynchburg city, Virginia","adequateplus_pc",0.239,2019,"proportion","county"
"51683","Manassas city, Virginia","adequateplus_pc",0.166,2019,"proportion","county"
"51685","Manassas Park city, Virginia","adequateplus_pc",0.086,2019,"proportion","county"
"51690","Martinsville city, Virginia","adequateplus_pc",0.247,2019,"proportion","county"
"51700","Newport News city, Virginia","adequateplus_pc",0.289,2019,"proportion","county"
"51710","Norfolk city, Virginia","adequateplus_pc",0.3,2019,"proportion","county"
"51720","Norton city, Virginia","adequateplus_pc",0.122,2019,"proportion","county"
"51730","Petersburg city, Virginia","adequateplus_pc",0.22,2019,"proportion","county"
"51735","Poquoson city, Virginia","adequateplus_pc",0.402,2019,"proportion","county"
"51740","Portsmouth city, Virginia","adequateplus_pc",0.297,2019,"proportion","county"
"51750","Radford city, Virginia","adequateplus_pc",0.238,2019,"proportion","county"
"51760","Richmond city, Virginia","adequateplus_pc",0.255,2019,"proportion","county"
"51770","Roanoke city, Virginia","adequateplus_pc",0.185,2019,"proportion","county"
"51775","Salem city, Virginia","adequateplus_pc",0.176,2019,"proportion","county"
"51790","Staunton city, Virginia","adequateplus_pc",0.453,2019,"proportion","county"
"51800","Suffolk city, Virginia","adequateplus_pc",0.232,2019,"proportion","county"
"51810","Virginia Beach city, Virginia","adequateplus_pc",0.287,2019,"proportion","county"
"51820","Waynesboro city, Virginia","adequateplus_pc",0.447,2019,"proportion","county"
"51830","Williamsburg city, Virginia","adequateplus_pc",0.118,2019,"proportion","county"
"51840","Winchester city, Virginia","adequateplus_pc",0.181,2019,"proportion","county"
"51001","Accomack County, Virginia","inadequate",40,2020,"count","county"
"51003","Albemarle County, Virginia","inadequate",155,2020,"count","county"
"51005","Alleghany County, Virginia","inadequate",7,2020,"count","county"
"51007","Amelia County, Virginia","inadequate",14,2020,"count","county"
"51009","Amherst County, Virginia","inadequate",22,2020,"count","county"
"51011","Appomattox County, Virginia","inadequate",24,2020,"count","county"
"51013","Arlington County, Virginia","inadequate",569,2020,"count","county"
"51015","Augusta County, Virginia","inadequate",59,2020,"count","county"
"51017","Bath County, Virginia","inadequate",5,2020,"count","county"
"51019","Bedford County, Virginia","inadequate",48,2020,"count","county"
"51021","Bland County, Virginia","inadequate",3,2020,"count","county"
"51023","Botetourt County, Virginia","inadequate",17,2020,"count","county"
"51025","Brunswick County, Virginia","inadequate",20,2020,"count","county"
"51027","Buchanan County, Virginia","inadequate",13,2020,"count","county"
"51029","Buckingham County, Virginia","inadequate",24,2020,"count","county"
"51031","Campbell County, Virginia","inadequate",30,2020,"count","county"
"51033","Caroline County, Virginia","inadequate",29,2020,"count","county"
"51035","Carroll County, Virginia","inadequate",21,2020,"count","county"
"51036","Charles City County, Virginia","inadequate",8,2020,"count","county"
"51037","Charlotte County, Virginia","inadequate",23,2020,"count","county"
"51041","Chesterfield County, Virginia","inadequate",460,2020,"count","county"
"51043","Clarke County, Virginia","inadequate",18,2020,"count","county"
"51045","Craig County, Virginia","inadequate",7,2020,"count","county"
"51047","Culpeper County, Virginia","inadequate",83,2020,"count","county"
"51049","Cumberland County, Virginia","inadequate",9,2020,"count","county"
"51051","Dickenson County, Virginia","inadequate",9,2020,"count","county"
"51053","Dinwiddie County, Virginia","inadequate",18,2020,"count","county"
"51057","Essex County, Virginia","inadequate",14,2020,"count","county"
"51059","Fairfax County, Virginia","inadequate",1726,2020,"count","county"
"51061","Fauquier County, Virginia","inadequate",81,2020,"count","county"
"51063","Floyd County, Virginia","inadequate",11,2020,"count","county"
"51065","Fluvanna County, Virginia","inadequate",47,2020,"count","county"
"51067","Franklin County, Virginia","inadequate",44,2020,"count","county"
"51069","Frederick County, Virginia","inadequate",126,2020,"count","county"
"51071","Giles County, Virginia","inadequate",16,2020,"count","county"
"51073","Gloucester County, Virginia","inadequate",39,2020,"count","county"
"51075","Goochland County, Virginia","inadequate",10,2020,"count","county"
"51077","Grayson County, Virginia","inadequate",7,2020,"count","county"
"51079","Greene County, Virginia","inadequate",54,2020,"count","county"
"51081","Greensville County, Virginia","inadequate",23,2020,"count","county"
"51083","Halifax County, Virginia","inadequate",53,2020,"count","county"
"51085","Hanover County, Virginia","inadequate",61,2020,"count","county"
"51087","Henrico County, Virginia","inadequate",286,2020,"count","county"
"51089","Henry County, Virginia","inadequate",64,2020,"count","county"
"51091","Highland County, Virginia","inadequate",3,2020,"count","county"
"51093","Isle of Wight County, Virginia","inadequate",44,2020,"count","county"
"51095","James City County, Virginia","inadequate",113,2020,"count","county"
"51097","King and Queen County, Virginia","inadequate",8,2020,"count","county"
"51099","King George County, Virginia","inadequate",16,2020,"count","county"
"51101","King William County, Virginia","inadequate",12,2020,"count","county"
"51103","Lancaster County, Virginia","inadequate",6,2020,"count","county"
"51105","Lee County, Virginia","inadequate",17,2020,"count","county"
"51107","Loudoun County, Virginia","inadequate",487,2020,"count","county"
"51109","Louisa County, Virginia","inadequate",63,2020,"count","county"
"51111","Lunenburg County, Virginia","inadequate",24,2020,"count","county"
"51113","Madison County, Virginia","inadequate",16,2020,"count","county"
"51115","Mathews County, Virginia","inadequate",3,2020,"count","county"
"51117","Mecklenburg County, Virginia","inadequate",31,2020,"count","county"
"51119","Middlesex County, Virginia","inadequate",8,2020,"count","county"
"51121","Montgomery County, Virginia","inadequate",35,2020,"count","county"
"51125","Nelson County, Virginia","inadequate",27,2020,"count","county"
"51127","New Kent County, Virginia","inadequate",27,2020,"count","county"
"51131","Northampton County, Virginia","inadequate",14,2020,"count","county"
"51133","Northumberland County, Virginia","inadequate",5,2020,"count","county"
"51135","Nottoway County, Virginia","inadequate",14,2020,"count","county"
"51137","Orange County, Virginia","inadequate",43,2020,"count","county"
"51139","Page County, Virginia","inadequate",38,2020,"count","county"
"51141","Patrick County, Virginia","inadequate",10,2020,"count","county"
"51143","Pittsylvania County, Virginia","inadequate",43,2020,"count","county"
"51145","Powhatan County, Virginia","inadequate",12,2020,"count","county"
"51147","Prince Edward County, Virginia","inadequate",30,2020,"count","county"
"51149","Prince George County, Virginia","inadequate",40,2020,"count","county"
"51153","Prince William County, Virginia","inadequate",1071,2020,"count","county"
"51155","Pulaski County, Virginia","inadequate",23,2020,"count","county"
"51157","Rappahannock County, Virginia","inadequate",5,2020,"count","county"
"51159","Richmond County, Virginia","inadequate",6,2020,"count","county"
"51161","Roanoke County, Virginia","inadequate",65,2020,"count","county"
"51163","Rockbridge County, Virginia","inadequate",24,2020,"count","county"
"51165","Rockingham County, Virginia","inadequate",111,2020,"count","county"
"51167","Russell County, Virginia","inadequate",20,2020,"count","county"
"51169","Scott County, Virginia","inadequate",4,2020,"count","county"
"51171","Shenandoah County, Virginia","inadequate",86,2020,"count","county"
"51173","Smyth County, Virginia","inadequate",43,2020,"count","county"
"51175","Southampton County, Virginia","inadequate",14,2020,"count","county"
"51177","Spotsylvania County, Virginia","inadequate",135,2020,"count","county"
"51179","Stafford County, Virginia","inadequate",216,2020,"count","county"
"51181","Surry County, Virginia","inadequate",10,2020,"count","county"
"51183","Sussex County, Virginia","inadequate",30,2020,"count","county"
"51185","Tazewell County, Virginia","inadequate",26,2020,"count","county"
"51187","Warren County, Virginia","inadequate",89,2020,"count","county"
"51191","Washington County, Virginia","inadequate",40,2020,"count","county"
"51193","Westmoreland County, Virginia","inadequate",16,2020,"count","county"
"51195","Wise County, Virginia","inadequate",38,2020,"count","county"
"51197","Wythe County, Virginia","inadequate",32,2020,"count","county"
"51199","York County, Virginia","inadequate",77,2020,"count","county"
"51510","Alexandria city, Virginia","inadequate",340,2020,"count","county"
"51520","Bristol city, Virginia","inadequate",6,2020,"count","county"
"51530","Buena Vista city, Virginia","inadequate",15,2020,"count","county"
"51540","Charlottesville city, Virginia","inadequate",69,2020,"count","county"
"51550","Chesapeake city, Virginia","inadequate",198,2020,"count","county"
"51570","Colonial Heights city, Virginia","inadequate",33,2020,"count","county"
"51580","Covington city, Virginia","inadequate",10,2020,"count","county"
"51590","Danville city, Virginia","inadequate",71,2020,"count","county"
"51595","Emporia city, Virginia","inadequate",19,2020,"count","county"
"51600","Fairfax city, Virginia","inadequate",55,2020,"count","county"
"51610","Falls Church city, Virginia","inadequate",25,2020,"count","county"
"51620","Franklin city, Virginia","inadequate",21,2020,"count","county"
"51630","Fredericksburg city, Virginia","inadequate",47,2020,"count","county"
"51640","Galax city, Virginia","inadequate",15,2020,"count","county"
"51650","Hampton city, Virginia","inadequate",241,2020,"count","county"
"51660","Harrisonburg city, Virginia","inadequate",89,2020,"count","county"
"51670","Hopewell city, Virginia","inadequate",46,2020,"count","county"
"51678","Lexington city, Virginia","inadequate",20,2020,"count","county"
"51680","Lynchburg city, Virginia","inadequate",102,2020,"count","county"
"51683","Manassas city, Virginia","inadequate",202,2020,"count","county"
"51685","Manassas Park city, Virginia","inadequate",11,2020,"count","county"
"51690","Martinsville city, Virginia","inadequate",55,2020,"count","county"
"51700","Newport News city, Virginia","inadequate",477,2020,"count","county"
"51710","Norfolk city, Virginia","inadequate",413,2020,"count","county"
"51720","Norton city, Virginia","inadequate",5,2020,"count","county"
"51730","Petersburg city, Virginia","inadequate",148,2020,"count","county"
"51735","Poquoson city, Virginia","inadequate",5,2020,"count","county"
"51740","Portsmouth city, Virginia","inadequate",168,2020,"count","county"
"51750","Radford city, Virginia","inadequate",20,2020,"count","county"
"51760","Richmond city, Virginia","inadequate",536,2020,"count","county"
"51770","Roanoke city, Virginia","inadequate",218,2020,"count","county"
"51775","Salem city, Virginia","inadequate",35,2020,"count","county"
"51790","Staunton city, Virginia","inadequate",53,2020,"count","county"
"51800","Suffolk city, Virginia","inadequate",171,2020,"count","county"
"51810","Virginia Beach city, Virginia","inadequate",513,2020,"count","county"
"51820","Waynesboro city, Virginia","inadequate",43,2020,"count","county"
"51830","Williamsburg city, Virginia","inadequate",20,2020,"count","county"
"51840","Winchester city, Virginia","inadequate",88,2020,"count","county"
"51001","Accomack County, Virginia","intermediate",47,2020,"count","county"
"51003","Albemarle County, Virginia","intermediate",135,2020,"count","county"
"51005","Alleghany County, Virginia","intermediate",19,2020,"count","county"
"51007","Amelia County, Virginia","intermediate",31,2020,"count","county"
"51009","Amherst County, Virginia","intermediate",18,2020,"count","county"
"51011","Appomattox County, Virginia","intermediate",12,2020,"count","county"
"51013","Arlington County, Virginia","intermediate",456,2020,"count","county"
"51015","Augusta County, Virginia","intermediate",36,2020,"count","county"
"51017","Bath County, Virginia","intermediate",9,2020,"count","county"
"51019","Bedford County, Virginia","intermediate",50,2020,"count","county"
"51021","Bland County, Virginia","intermediate",6,2020,"count","county"
"51023","Botetourt County, Virginia","intermediate",35,2020,"count","county"
"51025","Brunswick County, Virginia","intermediate",27,2020,"count","county"
"51027","Buchanan County, Virginia","intermediate",17,2020,"count","county"
"51029","Buckingham County, Virginia","intermediate",19,2020,"count","county"
"51031","Campbell County, Virginia","intermediate",19,2020,"count","county"
"51033","Caroline County, Virginia","intermediate",76,2020,"count","county"
"51035","Carroll County, Virginia","intermediate",31,2020,"count","county"
"51036","Charles City County, Virginia","intermediate",4,2020,"count","county"
"51037","Charlotte County, Virginia","intermediate",25,2020,"count","county"
"51041","Chesterfield County, Virginia","intermediate",681,2020,"count","county"
"51043","Clarke County, Virginia","intermediate",19,2020,"count","county"
"51045","Craig County, Virginia","intermediate",5,2020,"count","county"
"51047","Culpeper County, Virginia","intermediate",140,2020,"count","county"
"51049","Cumberland County, Virginia","intermediate",13,2020,"count","county"
"51051","Dickenson County, Virginia","intermediate",14,2020,"count","county"
"51053","Dinwiddie County, Virginia","intermediate",31,2020,"count","county"
"51057","Essex County, Virginia","intermediate",8,2020,"count","county"
"51059","Fairfax County, Virginia","intermediate",2463,2020,"count","county"
"51061","Fauquier County, Virginia","intermediate",112,2020,"count","county"
"51063","Floyd County, Virginia","intermediate",21,2020,"count","county"
"51065","Fluvanna County, Virginia","intermediate",38,2020,"count","county"
"51067","Franklin County, Virginia","intermediate",57,2020,"count","county"
"51069","Frederick County, Virginia","intermediate",206,2020,"count","county"
"51071","Giles County, Virginia","intermediate",31,2020,"count","county"
"51073","Gloucester County, Virginia","intermediate",36,2020,"count","county"
"51075","Goochland County, Virginia","intermediate",29,2020,"count","county"
"51077","Grayson County, Virginia","intermediate",15,2020,"count","county"
"51079","Greene County, Virginia","intermediate",31,2020,"count","county"
"51081","Greensville County, Virginia","intermediate",13,2020,"count","county"
"51083","Halifax County, Virginia","intermediate",83,2020,"count","county"
"51085","Hanover County, Virginia","intermediate",149,2020,"count","county"
"51087","Henrico County, Virginia","intermediate",514,2020,"count","county"
"51089","Henry County, Virginia","intermediate",35,2020,"count","county"
"51091","Highland County, Virginia","intermediate",1,2020,"count","county"
"51093","Isle of Wight County, Virginia","intermediate",60,2020,"count","county"
"51095","James City County, Virginia","intermediate",105,2020,"count","county"
"51097","King and Queen County, Virginia","intermediate",9,2020,"count","county"
"51099","King George County, Virginia","intermediate",89,2020,"count","county"
"51101","King William County, Virginia","intermediate",27,2020,"count","county"
"51103","Lancaster County, Virginia","intermediate",5,2020,"count","county"
"51105","Lee County, Virginia","intermediate",18,2020,"count","county"
"51107","Loudoun County, Virginia","intermediate",901,2020,"count","county"
"51109","Louisa County, Virginia","intermediate",76,2020,"count","county"
"51111","Lunenburg County, Virginia","intermediate",19,2020,"count","county"
"51113","Madison County, Virginia","intermediate",25,2020,"count","county"
"51115","Mathews County, Virginia","intermediate",9,2020,"count","county"
"51117","Mecklenburg County, Virginia","intermediate",50,2020,"count","county"
"51119","Middlesex County, Virginia","intermediate",13,2020,"count","county"
"51121","Montgomery County, Virginia","intermediate",85,2020,"count","county"
"51125","Nelson County, Virginia","intermediate",21,2020,"count","county"
"51127","New Kent County, Virginia","intermediate",26,2020,"count","county"
"51131","Northampton County, Virginia","intermediate",18,2020,"count","county"
"51133","Northumberland County, Virginia","intermediate",11,2020,"count","county"
"51135","Nottoway County, Virginia","intermediate",33,2020,"count","county"
"51137","Orange County, Virginia","intermediate",86,2020,"count","county"
"51139","Page County, Virginia","intermediate",23,2020,"count","county"
"51141","Patrick County, Virginia","intermediate",9,2020,"count","county"
"51143","Pittsylvania County, Virginia","intermediate",26,2020,"count","county"
"51145","Powhatan County, Virginia","intermediate",41,2020,"count","county"
"51147","Prince Edward County, Virginia","intermediate",43,2020,"count","county"
"51149","Prince George County, Virginia","intermediate",84,2020,"count","county"
"51153","Prince William County, Virginia","intermediate",1239,2020,"count","county"
"51155","Pulaski County, Virginia","intermediate",47,2020,"count","county"
"51157","Rappahannock County, Virginia","intermediate",4,2020,"count","county"
"51159","Richmond County, Virginia","intermediate",16,2020,"count","county"
"51161","Roanoke County, Virginia","intermediate",92,2020,"count","county"
"51163","Rockbridge County, Virginia","intermediate",12,2020,"count","county"
"51165","Rockingham County, Virginia","intermediate",65,2020,"count","county"
"51167","Russell County, Virginia","intermediate",38,2020,"count","county"
"51169","Scott County, Virginia","intermediate",4,2020,"count","county"
"51171","Shenandoah County, Virginia","intermediate",71,2020,"count","county"
"51173","Smyth County, Virginia","intermediate",54,2020,"count","county"
"51175","Southampton County, Virginia","intermediate",11,2020,"count","county"
"51177","Spotsylvania County, Virginia","intermediate",396,2020,"count","county"
"51179","Stafford County, Virginia","intermediate",400,2020,"count","county"
"51181","Surry County, Virginia","intermediate",17,2020,"count","county"
"51183","Sussex County, Virginia","intermediate",19,2020,"count","county"
"51185","Tazewell County, Virginia","intermediate",26,2020,"count","county"
"51187","Warren County, Virginia","intermediate",72,2020,"count","county"
"51191","Washington County, Virginia","intermediate",55,2020,"count","county"
"51193","Westmoreland County, Virginia","intermediate",35,2020,"count","county"
"51195","Wise County, Virginia","intermediate",46,2020,"count","county"
"51197","Wythe County, Virginia","intermediate",40,2020,"count","county"
"51199","York County, Virginia","intermediate",100,2020,"count","county"
"51510","Alexandria city, Virginia","intermediate",396,2020,"count","county"
"51520","Bristol city, Virginia","intermediate",9,2020,"count","county"
"51530","Buena Vista city, Virginia","intermediate",11,2020,"count","county"
"51540","Charlottesville city, Virginia","intermediate",67,2020,"count","county"
"51550","Chesapeake city, Virginia","intermediate",520,2020,"count","county"
"51570","Colonial Heights city, Virginia","intermediate",41,2020,"count","county"
"51580","Covington city, Virginia","intermediate",17,2020,"count","county"
"51590","Danville city, Virginia","intermediate",39,2020,"count","county"
"51595","Emporia city, Virginia","intermediate",6,2020,"count","county"
"51600","Fairfax city, Virginia","intermediate",116,2020,"count","county"
"51610","Falls Church city, Virginia","intermediate",25,2020,"count","county"
"51620","Franklin city, Virginia","intermediate",27,2020,"count","county"
"51630","Fredericksburg city, Virginia","intermediate",89,2020,"count","county"
"51640","Galax city, Virginia","intermediate",17,2020,"count","county"
"51650","Hampton city, Virginia","intermediate",237,2020,"count","county"
"51660","Harrisonburg city, Virginia","intermediate",48,2020,"count","county"
"51670","Hopewell city, Virginia","intermediate",57,2020,"count","county"
"51678","Lexington city, Virginia","intermediate",10,2020,"count","county"
"51680","Lynchburg city, Virginia","intermediate",53,2020,"count","county"
"51683","Manassas city, Virginia","intermediate",113,2020,"count","county"
"51685","Manassas Park city, Virginia","intermediate",5,2020,"count","county"
"51690","Martinsville city, Virginia","intermediate",23,2020,"count","county"
"51700","Newport News city, Virginia","intermediate",434,2020,"count","county"
"51710","Norfolk city, Virginia","intermediate",536,2020,"count","county"
"51720","Norton city, Virginia","intermediate",5,2020,"count","county"
"51730","Petersburg city, Virginia","intermediate",129,2020,"count","county"
"51735","Poquoson city, Virginia","intermediate",14,2020,"count","county"
"51740","Portsmouth city, Virginia","intermediate",251,2020,"count","county"
"51750","Radford city, Virginia","intermediate",21,2020,"count","county"
"51760","Richmond city, Virginia","intermediate",506,2020,"count","county"
"51770","Roanoke city, Virginia","intermediate",240,2020,"count","county"
"51775","Salem city, Virginia","intermediate",42,2020,"count","county"
"51790","Staunton city, Virginia","intermediate",23,2020,"count","county"
"51800","Suffolk city, Virginia","intermediate",216,2020,"count","county"
"51810","Virginia Beach city, Virginia","intermediate",975,2020,"count","county"
"51820","Waynesboro city, Virginia","intermediate",28,2020,"count","county"
"51830","Williamsburg city, Virginia","intermediate",8,2020,"count","county"
"51840","Winchester city, Virginia","intermediate",73,2020,"count","county"
"51001","Accomack County, Virginia","adequate",111,2020,"count","county"
"51003","Albemarle County, Virginia","adequate",467,2020,"count","county"
"51005","Alleghany County, Virginia","adequate",41,2020,"count","county"
"51007","Amelia County, Virginia","adequate",78,2020,"count","county"
"51009","Amherst County, Virginia","adequate",93,2020,"count","county"
"51011","Appomattox County, Virginia","adequate",58,2020,"count","county"
"51013","Arlington County, Virginia","adequate",678,2020,"count","county"
"51015","Augusta County, Virginia","adequate",208,2020,"count","county"
"51017","Bath County, Virginia","adequate",22,2020,"count","county"
"51019","Bedford County, Virginia","adequate",228,2020,"count","county"
"51021","Bland County, Virginia","adequate",17,2020,"count","county"
"51023","Botetourt County, Virginia","adequate",116,2020,"count","county"
"51025","Brunswick County, Virginia","adequate",55,2020,"count","county"
"51027","Buchanan County, Virginia","adequate",30,2020,"count","county"
"51029","Buckingham County, Virginia","adequate",61,2020,"count","county"
"51031","Campbell County, Virginia","adequate",107,2020,"count","county"
"51033","Caroline County, Virginia","adequate",135,2020,"count","county"
"51035","Carroll County, Virginia","adequate",92,2020,"count","county"
"51036","Charles City County, Virginia","adequate",20,2020,"count","county"
"51037","Charlotte County, Virginia","adequate",73,2020,"count","county"
"51041","Chesterfield County, Virginia","adequate",1856,2020,"count","county"
"51043","Clarke County, Virginia","adequate",56,2020,"count","county"
"51045","Craig County, Virginia","adequate",23,2020,"count","county"
"51047","Culpeper County, Virginia","adequate",322,2020,"count","county"
"51049","Cumberland County, Virginia","adequate",32,2020,"count","county"
"51051","Dickenson County, Virginia","adequate",25,2020,"count","county"
"51053","Dinwiddie County, Virginia","adequate",103,2020,"count","county"
"51057","Essex County, Virginia","adequate",36,2020,"count","county"
"51059","Fairfax County, Virginia","adequate",4941,2020,"count","county"
"51061","Fauquier County, Virginia","adequate",389,2020,"count","county"
"51063","Floyd County, Virginia","adequate",91,2020,"count","county"
"51065","Fluvanna County, Virginia","adequate",98,2020,"count","county"
"51067","Franklin County, Virginia","adequate",249,2020,"count","county"
"51069","Frederick County, Virginia","adequate",462,2020,"count","county"
"51071","Giles County, Virginia","adequate",84,2020,"count","county"
"51073","Gloucester County, Virginia","adequate",170,2020,"count","county"
"51075","Goochland County, Virginia","adequate",75,2020,"count","county"
"51077","Grayson County, Virginia","adequate",57,2020,"count","county"
"51079","Greene County, Virginia","adequate",105,2020,"count","county"
"51081","Greensville County, Virginia","adequate",28,2020,"count","county"
"51083","Halifax County, Virginia","adequate",121,2020,"count","county"
"51085","Hanover County, Virginia","adequate",481,2020,"count","county"
"51087","Henrico County, Virginia","adequate",1827,2020,"count","county"
"51089","Henry County, Virginia","adequate",104,2020,"count","county"
"51091","Highland County, Virginia","adequate",8,2020,"count","county"
"51093","Isle of Wight County, Virginia","adequate",173,2020,"count","county"
"51095","James City County, Virginia","adequate",403,2020,"count","county"
"51097","King and Queen County, Virginia","adequate",30,2020,"count","county"
"51099","King George County, Virginia","adequate",118,2020,"count","county"
"51101","King William County, Virginia","adequate",98,2020,"count","county"
"51103","Lancaster County, Virginia","adequate",22,2020,"count","county"
"51105","Lee County, Virginia","adequate",29,2020,"count","county"
"51107","Loudoun County, Virginia","adequate",2384,2020,"count","county"
"51109","Louisa County, Virginia","adequate",159,2020,"count","county"
"51111","Lunenburg County, Virginia","adequate",50,2020,"count","county"
"51113","Madison County, Virginia","adequate",55,2020,"count","county"
"51115","Mathews County, Virginia","adequate",24,2020,"count","county"
"51117","Mecklenburg County, Virginia","adequate",115,2020,"count","county"
"51119","Middlesex County, Virginia","adequate",35,2020,"count","county"
"51121","Montgomery County, Virginia","adequate",417,2020,"count","county"
"51125","Nelson County, Virginia","adequate",54,2020,"count","county"
"51127","New Kent County, Virginia","adequate",114,2020,"count","county"
"51131","Northampton County, Virginia","adequate",34,2020,"count","county"
"51133","Northumberland County, Virginia","adequate",33,2020,"count","county"
"51135","Nottoway County, Virginia","adequate",69,2020,"count","county"
"51137","Orange County, Virginia","adequate",162,2020,"count","county"
"51139","Page County, Virginia","adequate",113,2020,"count","county"
"51141","Patrick County, Virginia","adequate",19,2020,"count","county"
"51143","Pittsylvania County, Virginia","adequate",175,2020,"count","county"
"51145","Powhatan County, Virginia","adequate",141,2020,"count","county"
"51147","Prince Edward County, Virginia","adequate",112,2020,"count","county"
"51149","Prince George County, Virginia","adequate",165,2020,"count","county"
"51153","Prince William County, Virginia","adequate",2477,2020,"count","county"
"51155","Pulaski County, Virginia","adequate",159,2020,"count","county"
"51157","Rappahannock County, Virginia","adequate",27,2020,"count","county"
"51159","Richmond County, Virginia","adequate",32,2020,"count","county"
"51161","Roanoke County, Virginia","adequate",362,2020,"count","county"
"51163","Rockbridge County, Virginia","adequate",47,2020,"count","county"
"51165","Rockingham County, Virginia","adequate",466,2020,"count","county"
"51167","Russell County, Virginia","adequate",36,2020,"count","county"
"51169","Scott County, Virginia","adequate",4,2020,"count","county"
"51171","Shenandoah County, Virginia","adequate",239,2020,"count","county"
"51173","Smyth County, Virginia","adequate",73,2020,"count","county"
"51175","Southampton County, Virginia","adequate",41,2020,"count","county"
"51177","Spotsylvania County, Virginia","adequate",580,2020,"count","county"
"51179","Stafford County, Virginia","adequate",697,2020,"count","county"
"51181","Surry County, Virginia","adequate",24,2020,"count","county"
"51183","Sussex County, Virginia","adequate",32,2020,"count","county"
"51185","Tazewell County, Virginia","adequate",52,2020,"count","county"
"51187","Warren County, Virginia","adequate",208,2020,"count","county"
"51191","Washington County, Virginia","adequate",63,2020,"count","county"
"51193","Westmoreland County, Virginia","adequate",69,2020,"count","county"
"51195","Wise County, Virginia","adequate",65,2020,"count","county"
"51197","Wythe County, Virginia","adequate",146,2020,"count","county"
"51199","York County, Virginia","adequate",298,2020,"count","county"
"51510","Alexandria city, Virginia","adequate",694,2020,"count","county"
"51520","Bristol city, Virginia","adequate",7,2020,"count","county"
"51530","Buena Vista city, Virginia","adequate",42,2020,"count","county"
"51540","Charlottesville city, Virginia","adequate",268,2020,"count","county"
"51550","Chesapeake city, Virginia","adequate",1203,2020,"count","county"
"51570","Colonial Heights city, Virginia","adequate",133,2020,"count","county"
"51580","Covington city, Virginia","adequate",44,2020,"count","county"
"51590","Danville city, Virginia","adequate",229,2020,"count","county"
"51595","Emporia city, Virginia","adequate",16,2020,"count","county"
"51600","Fairfax city, Virginia","adequate",274,2020,"count","county"
"51610","Falls Church city, Virginia","adequate",61,2020,"count","county"
"51620","Franklin city, Virginia","adequate",51,2020,"count","county"
"51630","Fredericksburg city, Virginia","adequate",126,2020,"count","county"
"51640","Galax city, Virginia","adequate",52,2020,"count","county"
"51650","Hampton city, Virginia","adequate",657,2020,"count","county"
"51660","Harrisonburg city, Virginia","adequate",328,2020,"count","county"
"51670","Hopewell city, Virginia","adequate",132,2020,"count","county"
"51678","Lexington city, Virginia","adequate",39,2020,"count","county"
"51680","Lynchburg city, Virginia","adequate",364,2020,"count","county"
"51683","Manassas city, Virginia","adequate",277,2020,"count","county"
"51685","Manassas Park city, Virginia","adequate",13,2020,"count","county"
"51690","Martinsville city, Virginia","adequate",85,2020,"count","county"
"51700","Newport News city, Virginia","adequate",1113,2020,"count","county"
"51710","Norfolk city, Virginia","adequate",1228,2020,"count","county"
"51720","Norton city, Virginia","adequate",11,2020,"count","county"
"51730","Petersburg city, Virginia","adequate",272,2020,"count","county"
"51735","Poquoson city, Virginia","adequate",59,2020,"count","county"
"51740","Portsmouth city, Virginia","adequate",512,2020,"count","county"
"51750","Radford city, Virginia","adequate",83,2020,"count","county"
"51760","Richmond city, Virginia","adequate",1262,2020,"count","county"
"51770","Roanoke city, Virginia","adequate",619,2020,"count","county"
"51775","Salem city, Virginia","adequate",128,2020,"count","county"
"51790","Staunton city, Virginia","adequate",151,2020,"count","county"
"51800","Suffolk city, Virginia","adequate",496,2020,"count","county"
"51810","Virginia Beach city, Virginia","adequate",2424,2020,"count","county"
"51820","Waynesboro city, Virginia","adequate",130,2020,"count","county"
"51830","Williamsburg city, Virginia","adequate",26,2020,"count","county"
"51840","Winchester city, Virginia","adequate",128,2020,"count","county"
"51001","Accomack County, Virginia","adequateplus",91,2020,"count","county"
"51003","Albemarle County, Virginia","adequateplus",208,2020,"count","county"
"51005","Alleghany County, Virginia","adequateplus",19,2020,"count","county"
"51007","Amelia County, Virginia","adequateplus",26,2020,"count","county"
"51009","Amherst County, Virginia","adequateplus",163,2020,"count","county"
"51011","Appomattox County, Virginia","adequateplus",113,2020,"count","county"
"51013","Arlington County, Virginia","adequateplus",422,2020,"count","county"
"51015","Augusta County, Virginia","adequateplus",186,2020,"count","county"
"51017","Bath County, Virginia","adequateplus",4,2020,"count","county"
"51019","Bedford County, Virginia","adequateplus",302,2020,"count","county"
"51021","Bland County, Virginia","adequateplus",6,2020,"count","county"
"51023","Botetourt County, Virginia","adequateplus",59,2020,"count","county"
"51025","Brunswick County, Virginia","adequateplus",38,2020,"count","county"
"51027","Buchanan County, Virginia","adequateplus",26,2020,"count","county"
"51029","Buckingham County, Virginia","adequateplus",27,2020,"count","county"
"51031","Campbell County, Virginia","adequateplus",204,2020,"count","county"
"51033","Caroline County, Virginia","adequateplus",82,2020,"count","county"
"51035","Carroll County, Virginia","adequateplus",42,2020,"count","county"
"51036","Charles City County, Virginia","adequateplus",8,2020,"count","county"
"51037","Charlotte County, Virginia","adequateplus",26,2020,"count","county"
