"geoid","region_name","measure","value","year","measure_type","region_type"
"51043","Clarke County, Virginia","adequate",59,2015,"count","county"
"51045","Craig County, Virginia","adequate",15,2015,"count","county"
"51047","Culpeper County, Virginia","adequate",272,2015,"count","county"
"51049","Cumberland County, Virginia","adequate",30,2015,"count","county"
"51051","Dickenson County, Virginia","adequate",37,2015,"count","county"
"51053","Dinwiddie County, Virginia","adequate",71,2015,"count","county"
"51057","Essex County, Virginia","adequate",52,2015,"count","county"
"51059","Fairfax County, Virginia","adequate",5711,2015,"count","county"
"51061","Fauquier County, Virginia","adequate",371,2015,"count","county"
"51063","Floyd County, Virginia","adequate",43,2015,"count","county"
"51065","Fluvanna County, Virginia","adequate",84,2015,"count","county"
"51067","Franklin County, Virginia","adequate",45,2015,"count","county"
"51069","Frederick County, Virginia","adequate",468,2015,"count","county"
"51071","Giles County, Virginia","adequate",73,2015,"count","county"
"51073","Gloucester County, Virginia","adequate",181,2015,"count","county"
"51075","Goochland County, Virginia","adequate",65,2015,"count","county"
"51077","Grayson County, Virginia","adequate",55,2015,"count","county"
"51079","Greene County, Virginia","adequate",61,2015,"count","county"
"51081","Greensville County, Virginia","adequate",48,2015,"count","county"
"51083","Halifax County, Virginia","adequate",160,2015,"count","county"
"51085","Hanover County, Virginia","adequate",448,2015,"count","county"
"51087","Henrico County, Virginia","adequate",1892,2015,"count","county"
"51089","Henry County, Virginia","adequate",81,2015,"count","county"
"51091","Highland County, Virginia","adequate",8,2015,"count","county"
"51093","Isle of Wight County, Virginia","adequate",151,2015,"count","county"
"51095","James City County, Virginia","adequate",334,2015,"count","county"
"51097","King and Queen County, Virginia","adequate",28,2015,"count","county"
"51099","King George County, Virginia","adequate",116,2015,"count","county"
"51101","King William County, Virginia","adequate",92,2015,"count","county"
"51103","Lancaster County, Virginia","adequate",39,2015,"count","county"
"51105","Lee County, Virginia","adequate",54,2015,"count","county"
"51107","Loudoun County, Virginia","adequate",2380,2015,"count","county"
"51109","Louisa County, Virginia","adequate",138,2015,"count","county"
"51111","Lunenburg County, Virginia","adequate",46,2015,"count","county"
"51113","Madison County, Virginia","adequate",55,2015,"count","county"
"51115","Mathews County, Virginia","adequate",35,2015,"count","county"
"51117","Mecklenburg County, Virginia","adequate",97,2015,"count","county"
"51119","Middlesex County, Virginia","adequate",37,2015,"count","county"
"51121","Montgomery County, Virginia","adequate",422,2015,"count","county"
"51125","Nelson County, Virginia","adequate",47,2015,"count","county"
"51127","New Kent County, Virginia","adequate",100,2015,"count","county"
"51131","Northampton County, Virginia","adequate",45,2015,"count","county"
"51133","Northumberland County, Virginia","adequate",31,2015,"count","county"
"51135","Nottoway County, Virginia","adequate",60,2015,"count","county"
"51137","Orange County, Virginia","adequate",135,2015,"count","county"
"51139","Page County, Virginia","adequate",127,2015,"count","county"
"51141","Patrick County, Virginia","adequate",20,2015,"count","county"
"51143","Pittsylvania County, Virginia","adequate",219,2015,"count","county"
"51145","Powhatan County, Virginia","adequate",82,2015,"count","county"
"51147","Prince Edward County, Virginia","adequate",130,2015,"count","county"
"51149","Prince George County, Virginia","adequate",134,2015,"count","county"
"51153","Prince William County, Virginia","adequate",2676,2015,"count","county"
"51155","Pulaski County, Virginia","adequate",133,2015,"count","county"
"51157","Rappahannock County, Virginia","adequate",21,2015,"count","county"
"51159","Richmond County, Virginia","adequate",22,2015,"count","county"
"51161","Roanoke County, Virginia","adequate",101,2015,"count","county"
"51163","Rockbridge County, Virginia","adequate",59,2015,"count","county"
"51165","Rockingham County, Virginia","adequate",407,2015,"count","county"
"51167","Russell County, Virginia","adequate",76,2015,"count","county"
"51169","Scott County, Virginia","adequate",5,2015,"count","county"
"51171","Shenandoah County, Virginia","adequate",206,2015,"count","county"
"51173","Smyth County, Virginia","adequate",106,2015,"count","county"
"51175","Southampton County, Virginia","adequate",47,2015,"count","county"
"51177","Spotsylvania County, Virginia","adequate",659,2015,"count","county"
"51179","Stafford County, Virginia","adequate",642,2015,"count","county"
"51181","Surry County, Virginia","adequate",28,2015,"count","county"
"51183","Sussex County, Virginia","adequate",34,2015,"count","county"
"51185","Tazewell County, Virginia","adequate",86,2015,"count","county"
"51187","Warren County, Virginia","adequate",189,2015,"count","county"
"51191","Washington County, Virginia","adequate",130,2015,"count","county"
"51193","Westmoreland County, Virginia","adequate",80,2015,"count","county"
"51195","Wise County, Virginia","adequate",137,2015,"count","county"
"51197","Wythe County, Virginia","adequate",112,2015,"count","county"
"51199","York County, Virginia","adequate",281,2015,"count","county"
"51510","Alexandria city, Virginia","adequate",1012,2015,"count","county"
"51520","Bristol city, Virginia","adequate",13,2015,"count","county"
"51530","Buena Vista city, Virginia","adequate",1,2015,"count","county"
"51540","Charlottesville city, Virginia","adequate",192,2015,"count","county"
"51550","Chesapeake city, Virginia","adequate",1369,2015,"count","county"
"51570","Colonial Heights city, Virginia","adequate",101,2015,"count","county"
"51580","Covington city, Virginia","adequate",1,2015,"count","county"
"51590","Danville city, Virginia","adequate",219,2015,"count","county"
"51600","Fairfax city, Virginia","adequate",289,2015,"count","county"
"51610","Falls Church city, Virginia","adequate",67,2015,"count","county"
"51620","Franklin city, Virginia","adequate",20,2015,"count","county"
"51630","Fredericksburg city, Virginia","adequate",147,2015,"count","county"
"51640","Galax city, Virginia","adequate",12,2015,"count","county"
"51650","Hampton city, Virginia","adequate",623,2015,"count","county"
"51660","Harrisonburg city, Virginia","adequate",322,2015,"count","county"
"51670","Hopewell city, Virginia","adequate",126,2015,"count","county"
"51678","Lexington city, Virginia","adequate",0,2015,"count","county"
"51680","Lynchburg city, Virginia","adequate",569,2015,"count","county"
"51683","Manassas city, Virginia","adequate",307,2015,"count","county"
"51685","Manassas Park city, Virginia","adequate",6,2015,"count","county"
"51690","Martinsville city, Virginia","adequate",65,2015,"count","county"
"51700","Newport News city, Virginia","adequate",1104,2015,"count","county"
"51710","Norfolk city, Virginia","adequate",1517,2015,"count","county"
"51720","Norton city, Virginia","adequate",12,2015,"count","county"
"51730","Petersburg city, Virginia","adequate",246,2015,"count","county"
"51735","Poquoson city, Virginia","adequate",43,2015,"count","county"
"51740","Portsmouth city, Virginia","adequate",684,2015,"count","county"
"51750","Radford city, Virginia","adequate",57,2015,"count","county"
"51760","Richmond city, Virginia","adequate",1008,2015,"count","county"
"51770","Roanoke city, Virginia","adequate",177,2015,"count","county"
"51775","Salem city, Virginia","adequate",96,2015,"count","county"
"51790","Staunton city, Virginia","adequate",120,2015,"count","county"
"51800","Suffolk city, Virginia","adequate",537,2015,"count","county"
"51810","Virginia Beach city, Virginia","adequate",2472,2015,"count","county"
"51820","Waynesboro city, Virginia","adequate",104,2015,"count","county"
"51830","Williamsburg city, Virginia","adequate",33,2015,"count","county"
"51840","Winchester city, Virginia","adequate",124,2015,"count","county"
"51001","Accomack County, Virginia","adequateplus",60,2015,"count","county"
"51003","Albemarle County, Virginia","adequateplus",197,2015,"count","county"
"51005","Alleghany County, Virginia","adequateplus",6,2015,"count","county"
"51007","Amelia County, Virginia","adequateplus",15,2015,"count","county"
"51009","Amherst County, Virginia","adequateplus",34,2015,"count","county"
"51011","Appomattox County, Virginia","adequateplus",12,2015,"count","county"
"51013","Arlington County, Virginia","adequateplus",374,2015,"count","county"
"51015","Augusta County, Virginia","adequateplus",318,2015,"count","county"
"51017","Bath County, Virginia","adequateplus",9,2015,"count","county"
"51019","Bedford County, Virginia","adequateplus",41,2015,"count","county"
"51021","Bland County, Virginia","adequateplus",10,2015,"count","county"
"51023","Botetourt County, Virginia","adequateplus",14,2015,"count","county"
"51025","Brunswick County, Virginia","adequateplus",25,2015,"count","county"
"51027","Buchanan County, Virginia","adequateplus",38,2015,"count","county"
"51029","Buckingham County, Virginia","adequateplus",17,2015,"count","county"
"51031","Campbell County, Virginia","adequateplus",35,2015,"count","county"
"51033","Caroline County, Virginia","adequateplus",80,2015,"count","county"
"51035","Carroll County, Virginia","adequateplus",80,2015,"count","county"
"51036","Charles City County, Virginia","adequateplus",11,2015,"count","county"
"51037","Charlotte County, Virginia","adequateplus",15,2015,"count","county"
"51041","Chesterfield County, Virginia","adequateplus",615,2015,"count","county"
"51043","Clarke County, Virginia","adequateplus",33,2015,"count","county"
"51045","Craig County, Virginia","adequateplus",2,2015,"count","county"
"51047","Culpeper County, Virginia","adequateplus",107,2015,"count","county"
"51049","Cumberland County, Virginia","adequateplus",14,2015,"count","county"
"51051","Dickenson County, Virginia","adequateplus",19,2015,"count","county"
"51053","Dinwiddie County, Virginia","adequateplus",43,2015,"count","county"
"51057","Essex County, Virginia","adequateplus",35,2015,"count","county"
"51059","Fairfax County, Virginia","adequateplus",3664,2015,"count","county"
"51061","Fauquier County, Virginia","adequateplus",137,2015,"count","county"
"51063","Floyd County, Virginia","adequateplus",21,2015,"count","county"
"51065","Fluvanna County, Virginia","adequateplus",50,2015,"count","county"
"51067","Franklin County, Virginia","adequateplus",13,2015,"count","county"
"51069","Frederick County, Virginia","adequateplus",153,2015,"count","county"
"51071","Giles County, Virginia","adequateplus",30,2015,"count","county"
"51073","Gloucester County, Virginia","adequateplus",77,2015,"count","county"
"51075","Goochland County, Virginia","adequateplus",42,2015,"count","county"
"51077","Grayson County, Virginia","adequateplus",52,2015,"count","county"
"51079","Greene County, Virginia","adequateplus",34,2015,"count","county"
"51081","Greensville County, Virginia","adequateplus",21,2015,"count","county"
"51083","Halifax County, Virginia","adequateplus",81,2015,"count","county"
"51085","Hanover County, Virginia","adequateplus",277,2015,"count","county"
"51087","Henrico County, Virginia","adequateplus",923,2015,"count","county"
"51089","Henry County, Virginia","adequateplus",68,2015,"count","county"
"51091","Highland County, Virginia","adequateplus",6,2015,"count","county"
"51093","Isle of Wight County, Virginia","adequateplus",80,2015,"count","county"
"51095","James City County, Virginia","adequateplus",136,2015,"count","county"
"51097","King and Queen County, Virginia","adequateplus",13,2015,"count","county"
"51099","King George County, Virginia","adequateplus",86,2015,"count","county"
"51101","King William County, Virginia","adequateplus",44,2015,"count","county"
"51103","Lancaster County, Virginia","adequateplus",29,2015,"count","county"
"51105","Lee County, Virginia","adequateplus",18,2015,"count","county"
"51107","Loudoun County, Virginia","adequateplus",1268,2015,"count","county"
"51109","Louisa County, Virginia","adequateplus",58,2015,"count","county"
"51111","Lunenburg County, Virginia","adequateplus",16,2015,"count","county"
"51113","Madison County, Virginia","adequateplus",20,2015,"count","county"
"51115","Mathews County, Virginia","adequateplus",15,2015,"count","county"
"51117","Mecklenburg County, Virginia","adequateplus",54,2015,"count","county"
"51119","Middlesex County, Virginia","adequateplus",19,2015,"count","county"
"51121","Montgomery County, Virginia","adequateplus",139,2015,"count","county"
"51125","Nelson County, Virginia","adequateplus",20,2015,"count","county"
"51127","New Kent County, Virginia","adequateplus",55,2015,"count","county"
"51131","Northampton County, Virginia","adequateplus",21,2015,"count","county"
"51133","Northumberland County, Virginia","adequateplus",23,2015,"count","county"
"51135","Nottoway County, Virginia","adequateplus",25,2015,"count","county"
"51137","Orange County, Virginia","adequateplus",71,2015,"count","county"
"51139","Page County, Virginia","adequateplus",47,2015,"count","county"
"51141","Patrick County, Virginia","adequateplus",12,2015,"count","county"
"51143","Pittsylvania County, Virginia","adequateplus",73,2015,"count","county"
"51145","Powhatan County, Virginia","adequateplus",39,2015,"count","county"
"51147","Prince Edward County, Virginia","adequateplus",28,2015,"count","county"
"51149","Prince George County, Virginia","adequateplus",45,2015,"count","county"
"51153","Prince William County, Virginia","adequateplus",1620,2015,"count","county"
"51155","Pulaski County, Virginia","adequateplus",43,2015,"count","county"
"51157","Rappahannock County, Virginia","adequateplus",6,2015,"count","county"
"51159","Richmond County, Virginia","adequateplus",28,2015,"count","county"
"51161","Roanoke County, Virginia","adequateplus",22,2015,"count","county"
"51163","Rockbridge County, Virginia","adequateplus",46,2015,"count","county"
"51165","Rockingham County, Virginia","adequateplus",232,2015,"count","county"
"51167","Russell County, Virginia","adequateplus",25,2015,"count","county"
"51169","Scott County, Virginia","adequateplus",7,2015,"count","county"
"51171","Shenandoah County, Virginia","adequateplus",101,2015,"count","county"
"51173","Smyth County, Virginia","adequateplus",31,2015,"count","county"
"51175","Southampton County, Virginia","adequateplus",28,2015,"count","county"
"51177","Spotsylvania County, Virginia","adequateplus",331,2015,"count","county"
"51179","Stafford County, Virginia","adequateplus",372,2015,"count","county"
"51181","Surry County, Virginia","adequateplus",13,2015,"count","county"
"51183","Sussex County, Virginia","adequateplus",20,2015,"count","county"
"51185","Tazewell County, Virginia","adequateplus",76,2015,"count","county"
"51187","Warren County, Virginia","adequateplus",85,2015,"count","county"
"51191","Washington County, Virginia","adequateplus",37,2015,"count","county"
"51193","Westmoreland County, Virginia","adequateplus",51,2015,"count","county"
"51195","Wise County, Virginia","adequateplus",55,2015,"count","county"
"51197","Wythe County, Virginia","adequateplus",78,2015,"count","county"
"51199","York County, Virginia","adequateplus",111,2015,"count","county"
"51510","Alexandria city, Virginia","adequateplus",541,2015,"count","county"
"51520","Bristol city, Virginia","adequateplus",3,2015,"count","county"
"51530","Buena Vista city, Virginia","adequateplus",0,2015,"count","county"
"51540","Charlottesville city, Virginia","adequateplus",125,2015,"count","county"
"51550","Chesapeake city, Virginia","adequateplus",677,2015,"count","county"
"51570","Colonial Heights city, Virginia","adequateplus",61,2015,"count","county"
"51580","Covington city, Virginia","adequateplus",0,2015,"count","county"
"51590","Danville city, Virginia","adequateplus",112,2015,"count","county"
"51600","Fairfax city, Virginia","adequateplus",177,2015,"count","county"
"51610","Falls Church city, Virginia","adequateplus",31,2015,"count","county"
"51620","Franklin city, Virginia","adequateplus",14,2015,"count","county"
"51630","Fredericksburg city, Virginia","adequateplus",87,2015,"count","county"
"51640","Galax city, Virginia","adequateplus",28,2015,"count","county"
"51650","Hampton city, Virginia","adequateplus",320,2015,"count","county"
"51660","Harrisonburg city, Virginia","adequateplus",204,2015,"count","county"
"51670","Hopewell city, Virginia","adequateplus",42,2015,"count","county"
"51678","Lexington city, Virginia","adequateplus",1,2015,"count","county"
"51680","Lynchburg city, Virginia","adequateplus",91,2015,"count","county"
"51683","Manassas city, Virginia","adequateplus",158,2015,"count","county"
"51685","Manassas Park city, Virginia","adequateplus",3,2015,"count","county"
"51690","Martinsville city, Virginia","adequateplus",52,2015,"count","county"
"51700","Newport News city, Virginia","adequateplus",471,2015,"count","county"
"51710","Norfolk city, Virginia","adequateplus",845,2015,"count","county"
"51720","Norton city, Virginia","adequateplus",1,2015,"count","county"
"51730","Petersburg city, Virginia","adequateplus",99,2015,"count","county"
"51735","Poquoson city, Virginia","adequateplus",24,2015,"count","county"
"51740","Portsmouth city, Virginia","adequateplus",317,2015,"count","county"
"51750","Radford city, Virginia","adequateplus",18,2015,"count","county"
"51760","Richmond city, Virginia","adequateplus",436,2015,"count","county"
"51770","Roanoke city, Virginia","adequateplus",55,2015,"count","county"
"51775","Salem city, Virginia","adequateplus",22,2015,"count","county"
"51790","Staunton city, Virginia","adequateplus",172,2015,"count","county"
"51800","Suffolk city, Virginia","adequateplus",235,2015,"count","county"
"51810","Virginia Beach city, Virginia","adequateplus",1249,2015,"count","county"
"51820","Waynesboro city, Virginia","adequateplus",150,2015,"count","county"
"51830","Williamsburg city, Virginia","adequateplus",13,2015,"count","county"
"51840","Winchester city, Virginia","adequateplus",57,2015,"count","county"
"51001","Accomack County, Virginia","total",328,2015,"count","county"
"51003","Albemarle County, Virginia","total",825,2015,"count","county"
"51005","Alleghany County, Virginia","total",65,2015,"count","county"
"51007","Amelia County, Virginia","total",68,2015,"count","county"
"51009","Amherst County, Virginia","total",236,2015,"count","county"
"51011","Appomattox County, Virginia","total",121,2015,"count","county"
"51013","Arlington County, Virginia","total",2415,2015,"count","county"
"51015","Augusta County, Virginia","total",681,2015,"count","county"
"51017","Bath County, Virginia","total",27,2015,"count","county"
"51019","Bedford County, Virginia","total",314,2015,"count","county"
"51021","Bland County, Virginia","total",35,2015,"count","county"
"51023","Botetourt County, Virginia","total",81,2015,"count","county"
"51025","Brunswick County, Virginia","total",126,2015,"count","county"
"51027","Buchanan County, Virginia","total",122,2015,"count","county"
"51029","Buckingham County, Virginia","total",105,2015,"count","county"
"51031","Campbell County, Virginia","total",340,2015,"count","county"
"51033","Caroline County, Virginia","total",366,2015,"count","county"
"51035","Carroll County, Virginia","total",201,2015,"count","county"
"51036","Charles City County, Virginia","total",48,2015,"count","county"
"51037","Charlotte County, Virginia","total",122,2015,"count","county"
"51041","Chesterfield County, Virginia","total",2534,2015,"count","county"
"51043","Clarke County, Virginia","total",116,2015,"count","county"
"51045","Craig County, Virginia","total",24,2015,"count","county"
"51047","Culpeper County, Virginia","total",598,2015,"count","county"
"51049","Cumberland County, Virginia","total",63,2015,"count","county"
"51051","Dickenson County, Virginia","total",83,2015,"count","county"
"51053","Dinwiddie County, Virginia","total",152,2015,"count","county"
"51057","Essex County, Virginia","total",121,2015,"count","county"
"51059","Fairfax County, Virginia","total",13071,2015,"count","county"
"51061","Fauquier County, Virginia","total",725,2015,"count","county"
"51063","Floyd County, Virginia","total",100,2015,"count","county"
"51065","Fluvanna County, Virginia","total",206,2015,"count","county"
"51067","Franklin County, Virginia","total",92,2015,"count","county"
"51069","Frederick County, Virginia","total",844,2015,"count","county"
"51071","Giles County, Virginia","total",152,2015,"count","county"
"51073","Gloucester County, Virginia","total",331,2015,"count","county"
"51075","Goochland County, Virginia","total",128,2015,"count","county"
"51077","Grayson County, Virginia","total",120,2015,"count","county"
"51079","Greene County, Virginia","total",165,2015,"count","county"
"51081","Greensville County, Virginia","total",126,2015,"count","county"
"51083","Halifax County, Virginia","total",311,2015,"count","county"
"51085","Hanover County, Virginia","total",901,2015,"count","county"
"51087","Henrico County, Virginia","total",3634,2015,"count","county"
"51089","Henry County, Virginia","total",203,2015,"count","county"
"51091","Highland County, Virginia","total",18,2015,"count","county"
"51093","Isle of Wight County, Virginia","total",338,2015,"count","county"
"51095","James City County, Virginia","total",674,2015,"count","county"
"51097","King and Queen County, Virginia","total",55,2015,"count","county"
"51099","King George County, Virginia","total",286,2015,"count","county"
"51101","King William County, Virginia","total",178,2015,"count","county"
"51103","Lancaster County, Virginia","total",90,2015,"count","county"
"51105","Lee County, Virginia","total",125,2015,"count","county"
"51107","Loudoun County, Virginia","total",4799,2015,"count","county"
"51109","Louisa County, Virginia","total",307,2015,"count","county"
"51111","Lunenburg County, Virginia","total",103,2015,"count","county"
"51113","Madison County, Virginia","total",121,2015,"count","county"
"51115","Mathews County, Virginia","total",60,2015,"count","county"
"51117","Mecklenburg County, Virginia","total",224,2015,"count","county"
"51119","Middlesex County, Virginia","total",84,2015,"count","county"
"51121","Montgomery County, Virginia","total",765,2015,"count","county"
"51125","Nelson County, Virginia","total",99,2015,"count","county"
"51127","New Kent County, Virginia","total",188,2015,"count","county"
"51131","Northampton County, Virginia","total",110,2015,"count","county"
"51133","Northumberland County, Virginia","total",75,2015,"count","county"
"51135","Nottoway County, Virginia","total",116,2015,"count","county"
"51137","Orange County, Virginia","total",344,2015,"count","county"
"51139","Page County, Virginia","total",227,2015,"count","county"
"51141","Patrick County, Virginia","total",45,2015,"count","county"
"51143","Pittsylvania County, Virginia","total",362,2015,"count","county"
"51145","Powhatan County, Virginia","total",140,2015,"count","county"
"51147","Prince Edward County, Virginia","total",217,2015,"count","county"
"51149","Prince George County, Virginia","total",242,2015,"count","county"
"51153","Prince William County, Virginia","total",6181,2015,"count","county"
"51155","Pulaski County, Virginia","total",264,2015,"count","county"
"51157","Rappahannock County, Virginia","total",46,2015,"count","county"
"51159","Richmond County, Virginia","total",68,2015,"count","county"
"51161","Roanoke County, Virginia","total",195,2015,"count","county"
"51163","Rockbridge County, Virginia","total",134,2015,"count","county"
"51165","Rockingham County, Virginia","total",780,2015,"count","county"
"51167","Russell County, Virginia","total",134,2015,"count","county"
"51169","Scott County, Virginia","total",16,2015,"count","county"
"51171","Shenandoah County, Virginia","total",416,2015,"count","county"
"51173","Smyth County, Virginia","total",185,2015,"count","county"
"51175","Southampton County, Virginia","total",113,2015,"count","county"
"51177","Spotsylvania County, Virginia","total",1534,2015,"count","county"
"51179","Stafford County, Virginia","total",1520,2015,"count","county"
"51181","Surry County, Virginia","total",58,2015,"count","county"
"51183","Sussex County, Virginia","total",80,2015,"count","county"
"51185","Tazewell County, Virginia","total",220,2015,"count","county"
"51187","Warren County, Virginia","total",420,2015,"count","county"
"51191","Washington County, Virginia","total",228,2015,"count","county"
"51193","Westmoreland County, Virginia","total",188,2015,"count","county"
"51195","Wise County, Virginia","total",289,2015,"count","county"
"51197","Wythe County, Virginia","total",260,2015,"count","county"
"51199","York County, Virginia","total",591,2015,"count","county"
"51510","Alexandria city, Virginia","total",2285,2015,"count","county"
"51520","Bristol city, Virginia","total",27,2015,"count","county"
"51530","Buena Vista city, Virginia","total",1,2015,"count","county"
"51540","Charlottesville city, Virginia","total",497,2015,"count","county"
"51550","Chesapeake city, Virginia","total",2842,2015,"count","county"
"51570","Colonial Heights city, Virginia","total",231,2015,"count","county"
"51580","Covington city, Virginia","total",1,2015,"count","county"
"51590","Danville city, Virginia","total",471,2015,"count","county"
"51600","Fairfax city, Virginia","total",605,2015,"count","county"
"51610","Falls Church city, Virginia","total",156,2015,"count","county"
"51620","Franklin city, Virginia","total",67,2015,"count","county"
"51630","Fredericksburg city, Virginia","total",390,2015,"count","county"
"51640","Galax city, Virginia","total",50,2015,"count","county"
"51650","Hampton city, Virginia","total",1421,2015,"count","county"
"51660","Harrisonburg city, Virginia","total",681,2015,"count","county"
"51670","Hopewell city, Virginia","total",245,2015,"count","county"
"51678","Lexington city, Virginia","total",1,2015,"count","county"
"51680","Lynchburg city, Virginia","total",799,2015,"count","county"
"51683","Manassas city, Virginia","total",717,2015,"count","county"
"51685","Manassas Park city, Virginia","total",10,2015,"count","county"
"51690","Martinsville city, Virginia","total",166,2015,"count","county"
"51700","Newport News city, Virginia","total",2473,2015,"count","county"
"51710","Norfolk city, Virginia","total",3468,2015,"count","county"
"51720","Norton city, Virginia","total",20,2015,"count","county"
"51730","Petersburg city, Virginia","total",563,2015,"count","county"
"51735","Poquoson city, Virginia","total",83,2015,"count","county"
"51740","Portsmouth city, Virginia","total",1499,2015,"count","county"
"51750","Radford city, Virginia","total",109,2015,"count","county"
"51760","Richmond city, Virginia","total",2380,2015,"count","county"
"51770","Roanoke city, Virginia","total",360,2015,"count","county"
"51775","Salem city, Virginia","total",182,2015,"count","county"
"51790","Staunton city, Virginia","total",365,2015,"count","county"
"51800","Suffolk city, Virginia","total",1203,2015,"count","county"
"51810","Virginia Beach city, Virginia","total",5145,2015,"count","county"
"51820","Waynesboro city, Virginia","total",333,2015,"count","county"
"51830","Williamsburg city, Virginia","total",96,2015,"count","county"
"51840","Winchester city, Virginia","total",302,2015,"count","county"
"51001","Accomack County, Virginia","inadequate_pc",0.226,2015,"proportion","county"
"51003","Albemarle County, Virginia","inadequate_pc",0.162,2015,"proportion","county"
"51005","Alleghany County, Virginia","inadequate_pc",0.062,2015,"proportion","county"
"51007","Amelia County, Virginia","inadequate_pc",0.074,2015,"proportion","county"
"51009","Amherst County, Virginia","inadequate_pc",0.11,2015,"proportion","county"
"51011","Appomattox County, Virginia","inadequate_pc",0.132,2015,"proportion","county"
"51013","Arlington County, Virginia","inadequate_pc",0.181,2015,"proportion","county"
"51015","Augusta County, Virginia","inadequate_pc",0.093,2015,"proportion","county"
"51017","Bath County, Virginia","inadequate_pc",0.111,2015,"proportion","county"
"51019","Bedford County, Virginia","inadequate_pc",0.089,2015,"proportion","county"
"51021","Bland County, Virginia","inadequate_pc",0.114,2015,"proportion","county"
"51023","Botetourt County, Virginia","inadequate_pc",0.062,2015,"proportion","county"
"51025","Brunswick County, Virginia","inadequate_pc",0.19,2015,"proportion","county"
"51027","Buchanan County, Virginia","inadequate_pc",0.107,2015,"proportion","county"
"51029","Buckingham County, Virginia","inadequate_pc",0.162,2015,"proportion","county"
"51031","Campbell County, Virginia","inadequate_pc",0.082,2015,"proportion","county"
"51033","Caroline County, Virginia","inadequate_pc",0.087,2015,"proportion","county"
"51035","Carroll County, Virginia","inadequate_pc",0.08,2015,"proportion","county"
"51036","Charles City County, Virginia","inadequate_pc",0.104,2015,"proportion","county"
"51037","Charlotte County, Virginia","inadequate_pc",0.254,2015,"proportion","county"
"51041","Chesterfield County, Virginia","inadequate_pc",0.088,2015,"proportion","county"
"51043","Clarke County, Virginia","inadequate_pc",0.129,2015,"proportion","county"
"51045","Craig County, Virginia","inadequate_pc",0.083,2015,"proportion","county"
"51047","Culpeper County, Virginia","inadequate_pc",0.11,2015,"proportion","county"
"51049","Cumberland County, Virginia","inadequate_pc",0.127,2015,"proportion","county"
"51051","Dickenson County, Virginia","inadequate_pc",0.12,2015,"proportion","county"
"51053","Dinwiddie County, Virginia","inadequate_pc",0.079,2015,"proportion","county"
"51057","Essex County, Virginia","inadequate_pc",0.198,2015,"proportion","county"
"51059","Fairfax County, Virginia","inadequate_pc",0.131,2015,"proportion","county"
"51061","Fauquier County, Virginia","inadequate_pc",0.086,2015,"proportion","county"
"51063","Floyd County, Virginia","inadequate_pc",0.08,2015,"proportion","county"
"51065","Fluvanna County, Virginia","inadequate_pc",0.107,2015,"proportion","county"
"51067","Franklin County, Virginia","inadequate_pc",0.065,2015,"proportion","county"
"51069","Frederick County, Virginia","inadequate_pc",0.15,2015,"proportion","county"
"51071","Giles County, Virginia","inadequate_pc",0.092,2015,"proportion","county"
"51073","Gloucester County, Virginia","inadequate_pc",0.091,2015,"proportion","county"
"51075","Goochland County, Virginia","inadequate_pc",0.07,2015,"proportion","county"
"51077","Grayson County, Virginia","inadequate_pc",0.033,2015,"proportion","county"
"51079","Greene County, Virginia","inadequate_pc",0.2,2015,"proportion","county"
"51081","Greensville County, Virginia","inadequate_pc",0.183,2015,"proportion","county"
"51083","Halifax County, Virginia","inadequate_pc",0.154,2015,"proportion","county"
"51085","Hanover County, Virginia","inadequate_pc",0.067,2015,"proportion","county"
"51087","Henrico County, Virginia","inadequate_pc",0.091,2015,"proportion","county"
"51089","Henry County, Virginia","inadequate_pc",0.177,2015,"proportion","county"
"51091","Highland County, Virginia","inadequate_pc",0.111,2015,"proportion","county"
"51093","Isle of Wight County, Virginia","inadequate_pc",0.136,2015,"proportion","county"
"51095","James City County, Virginia","inadequate_pc",0.153,2015,"proportion","county"
"51097","King and Queen County, Virginia","inadequate_pc",0.109,2015,"proportion","county"
"51099","King George County, Virginia","inadequate_pc",0.08,2015,"proportion","county"
"51101","King William County, Virginia","inadequate_pc",0.152,2015,"proportion","county"
"51103","Lancaster County, Virginia","inadequate_pc",0.167,2015,"proportion","county"
"51105","Lee County, Virginia","inadequate_pc",0.224,2015,"proportion","county"
"51107","Loudoun County, Virginia","inadequate_pc",0.085,2015,"proportion","county"
"51109","Louisa County, Virginia","inadequate_pc",0.166,2015,"proportion","county"
"51111","Lunenburg County, Virginia","inadequate_pc",0.204,2015,"proportion","county"
"51113","Madison County, Virginia","inadequate_pc",0.091,2015,"proportion","county"
"51115","Mathews County, Virginia","inadequate_pc",0.1,2015,"proportion","county"
"51117","Mecklenburg County, Virginia","inadequate_pc",0.196,2015,"proportion","county"
"51119","Middlesex County, Virginia","inadequate_pc",0.226,2015,"proportion","county"
"51121","Montgomery County, Virginia","inadequate_pc",0.082,2015,"proportion","county"
"51125","Nelson County, Virginia","inadequate_pc",0.152,2015,"proportion","county"
"51127","New Kent County, Virginia","inadequate_pc",0.053,2015,"proportion","county"
"51131","Northampton County, Virginia","inadequate_pc",0.155,2015,"proportion","county"
"51133","Northumberland County, Virginia","inadequate_pc",0.173,2015,"proportion","county"
"51135","Nottoway County, Virginia","inadequate_pc",0.138,2015,"proportion","county"
