"","geoid","value","year","measure","moe"
"1","51760030100",0.699,2021,"gini_index",NA
"2","51710004800",0.513,2021,"gini_index",NA
"3","51760020200",0.467,2021,"gini_index",NA
"4","51770002502",0.563,2021,"gini_index",NA
"5","51710004200",0.429,2021,"gini_index",NA
"6","51760030501",0.292,2021,"gini_index",NA
"7","51760020100",0.471,2021,"gini_index",NA
"8","51710004100",0.415,2021,"gini_index",NA
"9","51730810100",0.589,2021,"gini_index",NA
"10","51700030100",0.509,2021,"gini_index",NA
"11","51740211800",0.295,2021,"gini_index",NA
"12","51710003501",0.476,2021,"gini_index",NA
"13","51003010904",0.447,2021,"gini_index",NA
"14","51013101704",0.691,2021,"gini_index",NA
"15","51013101408",0.855,2021,"gini_index",NA
"16","51760020400",0.438,2021,"gini_index",NA
"17","51740210500",0.0679999999999999,2021,"gini_index",NA
"18","51059451400",0.512,2021,"gini_index",NA
"19","51760040300",0.051,2021,"gini_index",NA
"20","51013102701",0.618,2021,"gini_index",NA
"21","51760060800",0.608,2021,"gini_index",NA
"22","51590000400",0.36,2021,"gini_index",NA
"23","51730810600",0.438,2021,"gini_index",NA
"24","51059451601",0.429,2021,"gini_index",NA
"25","51730810700",0.438,2021,"gini_index",NA
"26","51760010300",0.461,2021,"gini_index",NA
"27","51510201206",0.475,2021,"gini_index",NA
"28","51013103505",0.475,2021,"gini_index",NA
"29","51700030600",0.635,2021,"gini_index",NA
"30","51013103503",0.628,2021,"gini_index",NA
"31","51760021000",0.379,2021,"gini_index",NA
"32","51710005100",0.466,2021,"gini_index",NA
"33","51650011400",0.07,2021,"gini_index",NA
"34","51087200805",0.306,2021,"gini_index",NA
"35","51013103602",0.652,2021,"gini_index",NA
"36","51700030800",0.606,2021,"gini_index",NA
"37","51760060900",0.565,2021,"gini_index",NA
"38","51590000500",0.43,2021,"gini_index",NA
"39","51013101603",0.482,2021,"gini_index",NA
"40","51760070601",0.662,2021,"gini_index",NA
"41","51700030400",0.412,2021,"gini_index",NA
"42","51105950301",0.29,2021,"gini_index",NA
"43","51740212100",0.6,2021,"gini_index",NA
"44","51059461902",0.813,2021,"gini_index",NA
"45","51800065500",0.555,2021,"gini_index",NA
"46","51710000902",0.645,2021,"gini_index",NA
"47","51760060700",0.593,2021,"gini_index",NA
"48","51710002900",0.566,2021,"gini_index",NA
"49","51800065100",0.698,2021,"gini_index",NA
"50","51710001300",0.686,2021,"gini_index",NA
"51","51710002700",0.526,2021,"gini_index",NA
"52","51680001100",0.525,2021,"gini_index",NA
"53","51680000600",0.493,2021,"gini_index",NA
"54","51710004300",0.565,2021,"gini_index",NA
"55","51041100406",0.673,2021,"gini_index",NA
"56","51590001000",0.42,2021,"gini_index",NA
"57","51710005701",0.45,2021,"gini_index",NA
"58","51041100404",0.57,2021,"gini_index",NA
"59","51770001000",0.297,2021,"gini_index",NA
"60","51510201205",0.734,2021,"gini_index",NA
"61","51595890100",0.62,2021,"gini_index",NA
"62","51550020100",0.55,2021,"gini_index",NA
"63","51013101804",0.597,2021,"gini_index",NA
"64","51710002500",0.422,2021,"gini_index",NA
"65","51620090200",0.538,2021,"gini_index",NA
"66","51510200102",0.669,2021,"gini_index",NA
"67","51121020301",0.229,2021,"gini_index",NA
"68","51770002600",0.511,2021,"gini_index",NA
"69","51013102001",0.436,2021,"gini_index",NA
"70","51510200304",0.532,2021,"gini_index",NA
"71","51760030200",0.283,2021,"gini_index",NA
"72","51680000400",0.597,2021,"gini_index",NA
"73","51510200106",0.541,2021,"gini_index",NA
"74","51013101705",0.675,2021,"gini_index",NA
"75","51510200108",0.734,2021,"gini_index",NA
"76","51810045810",0.446,2021,"gini_index",NA
"77","51013103300",0.657,2021,"gini_index",NA
"78","51710004600",0.481,2021,"gini_index",NA
"79","51770000900",0.395,2021,"gini_index",NA
"80","51520020201",0.342,2021,"gini_index",NA
"81","51810040600",0.616,2021,"gini_index",NA
"82","51700032300",0.678,2021,"gini_index",NA
"83","51059415401",0.5,2021,"gini_index",NA
"84","51700032006",0,2021,"gini_index",NA
"85","51710001400",0.421,2021,"gini_index",NA
"86","51710003400",0.514,2021,"gini_index",NA
"87","51730810400",0.662,2021,"gini_index",NA
"88","51680000700",0.584,2021,"gini_index",NA
"89","51760071004",0.495,2021,"gini_index",NA
"90","51710001100",0.561,2021,"gini_index",NA
"91","51013101701",0.719,2021,"gini_index",NA
"92","51710005901",0.563,2021,"gini_index",NA
"93","51059450702",0.572,2021,"gini_index",NA
"94","51680001900",0.579,2021,"gini_index",NA
"95","51710004400",0.557,2021,"gini_index",NA
"96","51710005500",0.667,2021,"gini_index",NA
"97","51059480203",0.548,2021,"gini_index",NA
"98","51177020313",0.296,2021,"gini_index",NA
"99","51710004500",0.585,2021,"gini_index",NA
"100","51510200409",0.602,2021,"gini_index",NA
"101","51730811200",0.632,2021,"gini_index",NA
"102","51670820100",0.41,2021,"gini_index",NA
"103","51013103504",0.683,2021,"gini_index",NA
"104","51510200109",0.595,2021,"gini_index",NA
"105","51059480205",0.571,2021,"gini_index",NA
"106","51013102200",0.576,2021,"gini_index",NA
"107","51540000202",0.33,2021,"gini_index",NA
"108","51540000401",0.404,2021,"gini_index",NA
"109","51680000205",0.669,2021,"gini_index",NA
"110","51710005800",0.636,2021,"gini_index",NA
"111","51199050207",0.849,2021,"gini_index",NA
"112","51760020700",0.215,2021,"gini_index",NA
"113","51710001600",0.579,2021,"gini_index",NA
"114","51700032126",0.55,2021,"gini_index",NA
"115","51740211100",0.6,2021,"gini_index",NA
"116","51550020910",0.427,2021,"gini_index",NA
"117","51730811300",0.491,2021,"gini_index",NA
"118","51153900203",0.728,2021,"gini_index",NA
"119","51710004002",0.368,2021,"gini_index",NA
"120","51550020500",0.686,2021,"gini_index",NA
"121","51059421500",0.551,2021,"gini_index",NA
"122","51710006400",0.524,2021,"gini_index",NA
"123","51510201602",0.735,2021,"gini_index",NA
"124","51700032123",0.62,2021,"gini_index",NA
"125","51153900602",0.537,2021,"gini_index",NA
"126","51710006501",0.488,2021,"gini_index",NA
"127","51149850200",0.809,2021,"gini_index",NA
"128","51650010504",0.37,2021,"gini_index",NA
"129","51630000400",0.442,2021,"gini_index",NA
"130","51760040400",0.285,2021,"gini_index",NA
"131","51003010901",0.425,2021,"gini_index",NA
"132","51760060200",0.62,2021,"gini_index",NA
"133","51510200104",0.676,2021,"gini_index",NA
"134","51730810500",0.437,2021,"gini_index",NA
"135","51760020501",0.667,2021,"gini_index",NA
"136","51670820300",0.522,2021,"gini_index",NA
"137","51041100107",0.64,2021,"gini_index",NA
"138","51041100806",0.609,2021,"gini_index",NA
"139","51059451502",0.517,2021,"gini_index",NA
"140","51740212000",0.616,2021,"gini_index",NA
"141","51700030900",0.56,2021,"gini_index",NA
"142","51700031902",0.532,2021,"gini_index",NA
"143","51660000302",0.539,2021,"gini_index",NA
"144","51137110200",0.638,2021,"gini_index",NA
"145","51770002501",0.634,2021,"gini_index",NA
"146","51087200153",0.478,2021,"gini_index",NA
"147","51059452700",0.544,2021,"gini_index",NA
"148","51800065302",0.409,2021,"gini_index",NA
"149","51650010900",0.513,2021,"gini_index",NA
"150","51013102002",0.612,2021,"gini_index",NA
"151","51700032128",0.612,2021,"gini_index",NA
"152","51059480204",0.629,2021,"gini_index",NA
"153","51087200417",0.741,2021,"gini_index",NA
"154","51013101409",0.653,2021,"gini_index",NA
"155","51059420503",0.55,2021,"gini_index",NA
"156","51700031701",0.378,2021,"gini_index",NA
"157","51059452801",0.374,2021,"gini_index",NA
"158","51550020300",0.407,2021,"gini_index",NA
"159","51013102003",0.34,2021,"gini_index",NA
