geoid,region_type,region_name,year,value,measure,measure_type
51065020200,tract,"Census Tract 202, Fluvanna County, Virginia",2019,80.06807115,perc_annual_checkup,percent
51059460702,tract,"Census Tract 4607.02, Fairfax County, Virginia",2019,77.977792525,perc_annual_checkup,percent
51059461201,tract,"Census Tract 4612.01, Fairfax County, Virginia",2019,76.995813825,perc_annual_checkup,percent
51059461202,tract,"Census Tract 4612.02, Fairfax County, Virginia",2019,67.01502190000001,perc_annual_checkup,percent
51059461601,tract,"Census Tract 4616.01, Fairfax County, Virginia",2019,67.78976172499999,perc_annual_checkup,percent
51059461602,tract,"Census Tract 4616.02, Fairfax County, Virginia",2019,73.063694125,perc_annual_checkup,percent
51059461801,tract,"Census Tract 4618.01, Fairfax County, Virginia",2019,73.383449775,perc_annual_checkup,percent
51059461802,tract,"Census Tract 4618.02, Fairfax County, Virginia",2019,74.40035645,perc_annual_checkup,percent
51059461901,tract,"Census Tract 4619.01, Fairfax County, Virginia",2019,80.334654825,perc_annual_checkup,percent
51059461902,tract,"Census Tract 4619.02, Fairfax County, Virginia",2019,73.36120735,perc_annual_checkup,percent
51059471201,tract,"Census Tract 4712.01, Fairfax County, Virginia",2019,76.782566275,perc_annual_checkup,percent
51059471202,tract,"Census Tract 4712.02, Fairfax County, Virginia",2019,73.17324455,perc_annual_checkup,percent
51059471301,tract,"Census Tract 4713.01, Fairfax County, Virginia",2019,71.651388075,perc_annual_checkup,percent
51650010104,tract,"Census Tract 101.04, Hampton city, Virginia",2019,82.043377975,perc_annual_checkup,percent
51650011200,tract,"Census Tract 112, Hampton city, Virginia",2019,79.75304065,perc_annual_checkup,percent
51009010200,tract,"Census Tract 102, Amherst County, Virginia",2019,77.717141,perc_annual_checkup,percent
51009010503,tract,"Census Tract 105.03, Amherst County, Virginia",2019,79.570948075,perc_annual_checkup,percent
51009010504,tract,"Census Tract 105.04, Amherst County, Virginia",2019,78.036051075,perc_annual_checkup,percent
51009010502,tract,"Census Tract 105.02, Amherst County, Virginia",2019,78.784231325,perc_annual_checkup,percent
51009010600,tract,"Census Tract 106, Amherst County, Virginia",2019,85.12795555,perc_annual_checkup,percent
51009010300,tract,"Census Tract 103, Amherst County, Virginia",2019,81.614852375,perc_annual_checkup,percent
51009010401,tract,"Census Tract 104.01, Amherst County, Virginia",2019,72.17944725,perc_annual_checkup,percent
51009010402,tract,"Census Tract 104.02, Amherst County, Virginia",2019,81.737572275,perc_annual_checkup,percent
51087200801,tract,"Census Tract 2008.01, Henrico County, Virginia",2019,81.0297283,perc_annual_checkup,percent
51087200123,tract,"Census Tract 2001.23, Henrico County, Virginia",2019,75.650950325,perc_annual_checkup,percent
51087200124,tract,"Census Tract 2001.24, Henrico County, Virginia",2019,82.02704285,perc_annual_checkup,percent
51087200406,tract,"Census Tract 2004.06, Henrico County, Virginia",2019,75.485653375,perc_annual_checkup,percent
51087200412,tract,"Census Tract 2004.12, Henrico County, Virginia",2019,70.09635655000001,perc_annual_checkup,percent
51087200700,tract,"Census Tract 2007, Henrico County, Virginia",2019,79.90258127499999,perc_annual_checkup,percent
51087200805,tract,"Census Tract 2008.05, Henrico County, Virginia",2019,81.62556587499999,perc_annual_checkup,percent
51087201601,tract,"Census Tract 2016.01, Henrico County, Virginia",2019,80.807445825,perc_annual_checkup,percent
51087201602,tract,"Census Tract 2016.02, Henrico County, Virginia",2019,81.903860325,perc_annual_checkup,percent
51087200121,tract,"Census Tract 2001.21, Henrico County, Virginia",2019,78.929403675,perc_annual_checkup,percent
51087200125,tract,"Census Tract 2001.25, Henrico County, Virginia",2019,76.16705435,perc_annual_checkup,percent
51087200502,tract,"Census Tract 2005.02, Henrico County, Virginia",2019,75.4483072,perc_annual_checkup,percent
51087200904,tract,"Census Tract 2009.04, Henrico County, Virginia",2019,83.32526535,perc_annual_checkup,percent
51087201001,tract,"Census Tract 2010.01, Henrico County, Virginia",2019,80.531726375,perc_annual_checkup,percent
51087200122,tract,"Census Tract 2001.22, Henrico County, Virginia",2019,73.980983075,perc_annual_checkup,percent
51087200201,tract,"Census Tract 2002.01, Henrico County, Virginia",2019,76.0416304,perc_annual_checkup,percent
51087200301,tract,"Census Tract 2003.01, Henrico County, Virginia",2019,79.11144655,perc_annual_checkup,percent
51087200411,tract,"Census Tract 2004.11, Henrico County, Virginia",2019,75.519582425,perc_annual_checkup,percent
51087201101,tract,"Census Tract 2011.01, Henrico County, Virginia",2019,81.1422389,perc_annual_checkup,percent
51087201102,tract,"Census Tract 2011.02, Henrico County, Virginia",2019,79.0543485,perc_annual_checkup,percent
51740213101,tract,"Census Tract 2131.01, Portsmouth city, Virginia",2019,74.292976975,perc_annual_checkup,percent
51740210300,tract,"Census Tract 2103, Portsmouth city, Virginia",2019,77.80306110000001,perc_annual_checkup,percent
51059471303,tract,"Census Tract 4713.03, Fairfax County, Virginia",2019,70.701741175,perc_annual_checkup,percent
51059471304,tract,"Census Tract 4713.04, Fairfax County, Virginia",2019,74.3378541,perc_annual_checkup,percent
51059471401,tract,"Census Tract 4714.01, Fairfax County, Virginia",2019,72.91760054999999,perc_annual_checkup,percent
51059480201,tract,"Census Tract 4802.01, Fairfax County, Virginia",2019,76.6532256,perc_annual_checkup,percent
51059480202,tract,"Census Tract 4802.02, Fairfax County, Virginia",2019,70.97045545,perc_annual_checkup,percent
51059480203,tract,"Census Tract 4802.03, Fairfax County, Virginia",2019,79.118569275,perc_annual_checkup,percent
51041100931,tract,"Census Tract 1009.31, Chesterfield County, Virginia",2019,78.183261125,perc_annual_checkup,percent
51041101003,tract,"Census Tract 1010.03, Chesterfield County, Virginia",2019,76.424237275,perc_annual_checkup,percent
51041100206,tract,"Census Tract 1002.06, Chesterfield County, Virginia",2019,79.1961513,perc_annual_checkup,percent
51041100804,tract,"Census Tract 1008.04, Chesterfield County, Virginia",2019,77.397457825,perc_annual_checkup,percent
51041100812,tract,"Census Tract 1008.12, Chesterfield County, Virginia",2019,77.45135045,perc_annual_checkup,percent
51041100927,tract,"Census Tract 1009.27, Chesterfield County, Virginia",2019,70.761190725,perc_annual_checkup,percent
51041100929,tract,"Census Tract 1009.29, Chesterfield County, Virginia",2019,74.62264872499999,perc_annual_checkup,percent
51161030201,tract,"Census Tract 302.01, Roanoke County, Virginia",2019,74.154087425,perc_annual_checkup,percent
51161030204,tract,"Census Tract 302.04, Roanoke County, Virginia",2019,74.104460275,perc_annual_checkup,percent
51161030802,tract,"Census Tract 308.02, Roanoke County, Virginia",2019,76.566732025,perc_annual_checkup,percent
51161030100,tract,"Census Tract 301, Roanoke County, Virginia",2019,75.0598632,perc_annual_checkup,percent
51161031000,tract,"Census Tract 310, Roanoke County, Virginia",2019,75.817382625,perc_annual_checkup,percent
51161030500,tract,"Census Tract 305, Roanoke County, Virginia",2019,70.0853896,perc_annual_checkup,percent
51161030203,tract,"Census Tract 302.03, Roanoke County, Virginia",2019,73.6223985,perc_annual_checkup,percent
51161030300,tract,"Census Tract 303, Roanoke County, Virginia",2019,73.900565375,perc_annual_checkup,percent
51161030600,tract,"Census Tract 306, Roanoke County, Virginia",2019,73.716051775,perc_annual_checkup,percent
51161030702,tract,"Census Tract 307.02, Roanoke County, Virginia",2019,75.140138725,perc_annual_checkup,percent
51161030900,tract,"Census Tract 309, Roanoke County, Virginia",2019,74.72220684999999,perc_annual_checkup,percent
51161030701,tract,"Census Tract 307.01, Roanoke County, Virginia",2019,70.683423625,perc_annual_checkup,percent
51175200100,tract,"Census Tract 2001, Southampton County, Virginia",2019,75.21525104999999,perc_annual_checkup,percent
51175200200,tract,"Census Tract 2002, Southampton County, Virginia",2019,77.16689055,perc_annual_checkup,percent
51175200400,tract,"Census Tract 2004, Southampton County, Virginia",2019,75.697569875,perc_annual_checkup,percent
51175200500,tract,"Census Tract 2005, Southampton County, Virginia",2019,76.122175575,perc_annual_checkup,percent
51091970100,tract,"Census Tract 9701, Highland County, Virginia",2019,76.17363945,perc_annual_checkup,percent
51073100100,tract,"Census Tract 1001, Gloucester County, Virginia",2019,69.685023875,perc_annual_checkup,percent
51073100400,tract,"Census Tract 1004, Gloucester County, Virginia",2019,72.334960225,perc_annual_checkup,percent
51073100500,tract,"Census Tract 1005, Gloucester County, Virginia",2019,74.95477275,perc_annual_checkup,percent
51119950900,tract,"Census Tract 9509, Middlesex County, Virginia",2019,69.7156181,perc_annual_checkup,percent
51610500300,tract,"Census Tract 5003, Falls Church city, Virginia",2019,67.84685590000001,perc_annual_checkup,percent
51610500100,tract,"Census Tract 5001, Falls Church city, Virginia",2019,72.36476915,perc_annual_checkup,percent
51610500200,tract,"Census Tract 5002, Falls Church city, Virginia",2019,72.2614172,perc_annual_checkup,percent
51041100930,tract,"Census Tract 1009.30, Chesterfield County, Virginia",2019,66.206159325,perc_annual_checkup,percent
51041100926,tract,"Census Tract 1009.26, Chesterfield County, Virginia",2019,76.53658962499999,perc_annual_checkup,percent
51041100817,tract,"Census Tract 1008.17, Chesterfield County, Virginia",2019,69.418395325,perc_annual_checkup,percent
51013101402,tract,"Census Tract 1014.02, Arlington County, Virginia",2019,68.603359775,perc_annual_checkup,percent
51013101601,tract,"Census Tract 1016.01, Arlington County, Virginia",2019,66.99258209999999,perc_annual_checkup,percent
51013101603,tract,"Census Tract 1016.03, Arlington County, Virginia",2019,64.85682440000001,perc_annual_checkup,percent
51013101602,tract,"Census Tract 1016.02, Arlington County, Virginia",2019,62.098655825,perc_annual_checkup,percent
51167030500,tract,"Census Tract 305, Russell County, Virginia",2019,68.8508006,perc_annual_checkup,percent
51167030600,tract,"Census Tract 306, Russell County, Virginia",2019,70.82509160000001,perc_annual_checkup,percent
51173030301,tract,"Census Tract 303.01, Smyth County, Virginia",2019,75.544517125,perc_annual_checkup,percent
51171040201,tract,"Census Tract 402.01, Shenandoah County, Virginia",2019,73.9747446,perc_annual_checkup,percent
51171040202,tract,"Census Tract 402.02, Shenandoah County, Virginia",2019,70.61593505,perc_annual_checkup,percent
51173030100,tract,"Census Tract 301, Smyth County, Virginia",2019,72.03209695,perc_annual_checkup,percent
51173030200,tract,"Census Tract 302, Smyth County, Virginia",2019,68.508369425,perc_annual_checkup,percent
51173030302,tract,"Census Tract 303.02, Smyth County, Virginia",2019,74.61456775,perc_annual_checkup,percent
51173030400,tract,"Census Tract 304, Smyth County, Virginia",2019,72.8192851,perc_annual_checkup,percent
51173030500,tract,"Census Tract 305, Smyth County, Virginia",2019,70.085687025,perc_annual_checkup,percent
51173030600,tract,"Census Tract 306, Smyth County, Virginia",2019,72.9658281,perc_annual_checkup,percent
51173030701,tract,"Census Tract 307.01, Smyth County, Virginia",2019,74.68867904999999,perc_annual_checkup,percent
51173030702,tract,"Census Tract 307.02, Smyth County, Virginia",2019,72.94355892499999,perc_annual_checkup,percent
51177020105,tract,"Census Tract 201.05, Spotsylvania County, Virginia",2019,71.631309,perc_annual_checkup,percent
51177020106,tract,"Census Tract 201.06, Spotsylvania County, Virginia",2019,73.69092817500001,perc_annual_checkup,percent
51177020108,tract,"Census Tract 201.08, Spotsylvania County, Virginia",2019,72.192252525,perc_annual_checkup,percent
51177020107,tract,"Census Tract 201.07, Spotsylvania County, Virginia",2019,75.513781725,perc_annual_checkup,percent
51177020109,tract,"Census Tract 201.09, Spotsylvania County, Virginia",2019,72.585369525,perc_annual_checkup,percent
51177020111,tract,"Census Tract 201.11, Spotsylvania County, Virginia",2019,68.105593825,perc_annual_checkup,percent
51177020110,tract,"Census Tract 201.10, Spotsylvania County, Virginia",2019,78.71689345,perc_annual_checkup,percent
51177020112,tract,"Census Tract 201.12, Spotsylvania County, Virginia",2019,71.789188725,perc_annual_checkup,percent
51177020113,tract,"Census Tract 201.13, Spotsylvania County, Virginia",2019,75.77107840000001,perc_annual_checkup,percent
