geoid,region_type,region_name,year,value,measure,measure_type
51590,county,"Danville city, Virginia",2019,78.95616034088756,perc_annual_checkup,percent
51595,county,"Emporia city, Virginia",2019,79.90031981989428,perc_annual_checkup,percent
51600,county,"Fairfax city, Virginia",2019,73.96272994444536,perc_annual_checkup,percent
51610,county,"Falls Church city, Virginia",2019,70.892674748543,perc_annual_checkup,percent
51620,county,"Franklin city, Virginia",2019,79.1745614367126,perc_annual_checkup,percent
51630,county,"Fredericksburg city, Virginia",2019,71.82822762772251,perc_annual_checkup,percent
51640,county,"Galax city, Virginia",2019,78.71238683271605,perc_annual_checkup,percent
51650,county,"Hampton city, Virginia",2019,77.23415720388532,perc_annual_checkup,percent
51660,county,"Harrisonburg city, Virginia",2019,64.86316729314358,perc_annual_checkup,percent
51670,county,"Hopewell city, Virginia",2019,76.29387220346274,perc_annual_checkup,percent
51678,county,"Lexington city, Virginia",2019,69.652858075,perc_annual_checkup,percent
51680,county,"Lynchburg city, Virginia",2019,72.06437618564809,perc_annual_checkup,percent
51683,county,"Manassas city, Virginia",2019,70.27122170456335,perc_annual_checkup,percent
51685,county,"Manassas Park city, Virginia",2019,73.00434010310374,perc_annual_checkup,percent
51690,county,"Martinsville city, Virginia",2019,80.48140346312147,perc_annual_checkup,percent
51700,county,"Newport News city, Virginia",2019,74.15834331231082,perc_annual_checkup,percent
51710,county,"Norfolk city, Virginia",2019,72.06845945857002,perc_annual_checkup,percent
51720,county,"Norton city, Virginia",2019,71.6738208,perc_annual_checkup,percent
51730,county,"Petersburg city, Virginia",2019,76.54936680637165,perc_annual_checkup,percent
51735,county,"Poquoson city, Virginia",2019,73.91536532866695,perc_annual_checkup,percent
51740,county,"Portsmouth city, Virginia",2019,78.73248102819822,perc_annual_checkup,percent
51750,county,"Radford city, Virginia",2019,67.90122893896245,perc_annual_checkup,percent
51760,county,"Richmond city, Virginia",2019,75.42926654264595,perc_annual_checkup,percent
51770,county,"Roanoke city, Virginia",2019,77.24071119603079,perc_annual_checkup,percent
51775,county,"Salem city, Virginia",2019,78.49131084149124,perc_annual_checkup,percent
51790,county,"Staunton city, Virginia",2019,74.07448840745,perc_annual_checkup,percent
51800,county,"Suffolk city, Virginia",2019,78.39106290463374,perc_annual_checkup,percent
51810,county,"Virginia Beach city, Virginia",2019,73.98320967838569,perc_annual_checkup,percent
51820,county,"Waynesboro city, Virginia",2019,77.90028907321282,perc_annual_checkup,percent
51830,county,"Williamsburg city, Virginia",2019,67.63465528653242,perc_annual_checkup,percent
51840,county,"Winchester city, Virginia",2019,70.46029173874481,perc_annual_checkup,percent
