"","geoid","value","year","measure","moe"
"1","51760030100",0.792,2015,"perc_moving",NA
"2","51710004800",0.757,2015,"perc_moving",NA
"3","51760020200",0.803,2015,"perc_moving",NA
"4","51770002502",0.769,2015,"perc_moving",NA
"5","51710004200",0.898,2015,"perc_moving",NA
"6","51760030501",0.558,2015,"perc_moving",NA
"7","51760020100",0.831,2015,"perc_moving",NA
"8","51710004100",0.832,2015,"perc_moving",NA
"9","51730810100",0.802,2015,"perc_moving",NA
"10","51700030100",0.44,2015,"perc_moving",NA
"11","51740211800",0.744,2015,"perc_moving",NA
"12","51710003501",0.753,2015,"perc_moving",NA
"13","51003010904",0.267,2015,"perc_moving",NA
"14","51013101704",0.652,2015,"perc_moving",NA
"15","51013101408",0.521,2015,"perc_moving",NA
"16","51760020400",0.678,2015,"perc_moving",NA
"17","51740210500",0.772,2015,"perc_moving",NA
"18","51059451400",0.924,2015,"perc_moving",NA
"19","51760040300",0,2015,"perc_moving",NA
"20","51013102701",0.816,2015,"perc_moving",NA
"21","51760060800",0.76,2015,"perc_moving",NA
"22","51590000400",0.775,2015,"perc_moving",NA
"23","51730810600",0.894,2015,"perc_moving",NA
"24","51059451601",0.897,2015,"perc_moving",NA
"25","51730810700",0.642,2015,"perc_moving",NA
"26","51760010300",0.744,2015,"perc_moving",NA
"27","51510201206",0.707,2015,"perc_moving",NA
"28","51013103505",0.548,2015,"perc_moving",NA
"29","51700030600",0.868,2015,"perc_moving",NA
"30","51013103503",0.477,2015,"perc_moving",NA
"31","51760021000",0.691,2015,"perc_moving",NA
"32","51710005100",0.836,2015,"perc_moving",NA
"33","51650011400",0.392,2015,"perc_moving",NA
"34","51087200805",0.746,2015,"perc_moving",NA
"35","51013103602",0.511,2015,"perc_moving",NA
"36","51700030800",0.842,2015,"perc_moving",NA
"37","51760060900",0.75,2015,"perc_moving",NA
"38","51590000500",0.59,2015,"perc_moving",NA
"39","51013101603",0.615,2015,"perc_moving",NA
"40","51760070601",0.6,2015,"perc_moving",NA
"41","51700030400",0.801,2015,"perc_moving",NA
"42","51105950301",0.738,2015,"perc_moving",NA
"43","51740212100",0.769,2015,"perc_moving",NA
"44","51059461902",0.777,2015,"perc_moving",NA
"45","51800065500",0.882,2015,"perc_moving",NA
"46","51710000902",0.63,2015,"perc_moving",NA
"47","51760060700",0.711,2015,"perc_moving",NA
"48","51710002900",0.814,2015,"perc_moving",NA
"49","51800065100",0.911,2015,"perc_moving",NA
"50","51710001300",0.485,2015,"perc_moving",NA
"51","51710002700",0.662,2015,"perc_moving",NA
"52","51680001100",0.713,2015,"perc_moving",NA
"53","51680000600",0.603,2015,"perc_moving",NA
"54","51710004300",0.746,2015,"perc_moving",NA
"55","51041100406",0.722,2015,"perc_moving",NA
"56","51590001000",0.683,2015,"perc_moving",NA
"57","51710005701",0.492,2015,"perc_moving",NA
"58","51041100404",0.746,2015,"perc_moving",NA
"59","51770001000",0.565,2015,"perc_moving",NA
"60","51510201205",0.707,2015,"perc_moving",NA
"61","51595890100",0.85,2015,"perc_moving",NA
"62","51550020100",0.864,2015,"perc_moving",NA
"63","51013101804",0.682,2015,"perc_moving",NA
"64","51710002500",0.343,2015,"perc_moving",NA
"65","51620090200",0.624,2015,"perc_moving",NA
"66","51510200102",0.753,2015,"perc_moving",NA
"67","51121020301",0.53,2015,"perc_moving",NA
"68","51770002600",0.475,2015,"perc_moving",NA
"69","51013102001",0.813,2015,"perc_moving",NA
"70","51510200304",0.582,2015,"perc_moving",NA
"71","51760030200",0.307,2015,"perc_moving",NA
"72","51680000400",0.719,2015,"perc_moving",NA
"73","51510200106",0.818,2015,"perc_moving",NA
"74","51013101705",0.652,2015,"perc_moving",NA
"75","51510200108",0.772,2015,"perc_moving",NA
"76","51810045810",0.848,2015,"perc_moving",NA
"77","51013103300",0.786,2015,"perc_moving",NA
"78","51710004600",0.775,2015,"perc_moving",NA
"79","51770000900",0.681,2015,"perc_moving",NA
"80","51520020201",0.626,2015,"perc_moving",NA
"81","51810040600",0.713,2015,"perc_moving",NA
"82","51700032300",0.269,2015,"perc_moving",NA
"83","51059415401",0.687,2015,"perc_moving",NA
"84","51700032006",0.532,2015,"perc_moving",NA
"85","51710001400",0.761,2015,"perc_moving",NA
"86","51710003400",0.705,2015,"perc_moving",NA
"87","51730810400",0.702,2015,"perc_moving",NA
"88","51680000700",0.769,2015,"perc_moving",NA
"89","51760071004",0.547,2015,"perc_moving",NA
"90","51710001100",0.413,2015,"perc_moving",NA
"91","51013101701",0.455,2015,"perc_moving",NA
"92","51710005901",0.727,2015,"perc_moving",NA
"93","51059450702",0.775,2015,"perc_moving",NA
"94","51680001900",0.798,2015,"perc_moving",NA
"95","51710004400",0.854,2015,"perc_moving",NA
"96","51710005500",0.852,2015,"perc_moving",NA
"97","51059480203",0.835,2015,"perc_moving",NA
"98","51177020313",0.835,2015,"perc_moving",NA
"99","51710004500",0.818,2015,"perc_moving",NA
"100","51510200409",0.74,2015,"perc_moving",NA
"101","51730811200",0.677,2015,"perc_moving",NA
"102","51670820100",0.684,2015,"perc_moving",NA
"103","51013103504",0.548,2015,"perc_moving",NA
"104","51510200109",0.772,2015,"perc_moving",NA
"105","51059480205",0.479,2015,"perc_moving",NA
"106","51013102200",0.789,2015,"perc_moving",NA
"107","51540000202",0.444,2015,"perc_moving",NA
"108","51540000401",0.849,2015,"perc_moving",NA
"109","51680000205",0.792,2015,"perc_moving",NA
"110","51710005800",0.734,2015,"perc_moving",NA
"111","51199050207",0.528,2015,"perc_moving",NA
"112","51760020700",0.861,2015,"perc_moving",NA
"113","51710001600",0.671,2015,"perc_moving",NA
"114","51700032126",0.59,2015,"perc_moving",NA
"115","51740211100",0.736,2015,"perc_moving",NA
"116","51550020910",0.837,2015,"perc_moving",NA
"117","51730811300",0.491,2015,"perc_moving",NA
"118","51153900203",0.668,2015,"perc_moving",NA
"119","51710004002",0.581,2015,"perc_moving",NA
"120","51550020500",0.816,2015,"perc_moving",NA
"121","51059421500",0.871,2015,"perc_moving",NA
"122","51710006400",0.725,2015,"perc_moving",NA
"123","51510201602",0.526,2015,"perc_moving",NA
"124","51700032123",0.556,2015,"perc_moving",NA
"125","51153900602",0.84,2015,"perc_moving",NA
"126","51710006501",0.58,2015,"perc_moving",NA
"127","51149850200",0.585,2015,"perc_moving",NA
"128","51650010504",0.78,2015,"perc_moving",NA
"129","51630000400",0.658,2015,"perc_moving",NA
"130","51760040400",0.45,2015,"perc_moving",NA
"131","51003010901",0.496,2015,"perc_moving",NA
"132","51760060200",0.542,2015,"perc_moving",NA
"133","51510200104",0.572,2015,"perc_moving",NA
"134","51730810500",0.779,2015,"perc_moving",NA
"135","51760020501",0.576,2015,"perc_moving",NA
"136","51670820300",0.719,2015,"perc_moving",NA
"137","51041100107",0.695,2015,"perc_moving",NA
"138","51041100806",0.728,2015,"perc_moving",NA
"139","51059451502",0.714,2015,"perc_moving",NA
"140","51740212000",0.626,2015,"perc_moving",NA
"141","51700030900",0.586,2015,"perc_moving",NA
"142","51700031902",0.698,2015,"perc_moving",NA
"143","51660000302",0.62,2015,"perc_moving",NA
"144","51137110200",0.67,2015,"perc_moving",NA
"145","51770002501",0.746,2015,"perc_moving",NA
"146","51087200153",0.794,2015,"perc_moving",NA
"147","51059452700",0.855,2015,"perc_moving",NA
"148","51800065302",0.674,2015,"perc_moving",NA
"149","51650010900",0.823,2015,"perc_moving",NA
"150","51013102002",0.677,2015,"perc_moving",NA
"151","51700032128",0.462,2015,"perc_moving",NA
"152","51059480204",0.479,2015,"perc_moving",NA
"153","51087200417",0.605,2015,"perc_moving",NA
"154","51013101409",0.507,2015,"perc_moving",NA
"155","51059420503",0.635,2015,"perc_moving",NA
"156","51700031701",0.449,2015,"perc_moving",NA
"157","51059452801",0.691,2015,"perc_moving",NA
"158","51550020300",0.8,2015,"perc_moving",NA
"159","51013102003",0.748,2015,"perc_moving",NA
"160","51001090402",0.881,2015,"perc_moving",NA
"161","51143010301",0.862,2015,"perc_moving",NA
"162","51760060400",0.715,2015,"perc_moving",NA
"163","51153901403",0.708,2015,"perc_moving",NA
"164","51153901419",0.785,2015,"perc_moving",NA
"165","51059421701",0.827,2015,"perc_moving",NA
"166","51510200408",0.742,2015,"perc_moving",NA
"167","51760040201",0.338,2015,"perc_moving",NA
"168","51740212801",0.78,2015,"perc_moving",NA
"169","51510200500",0.566,2015,"perc_moving",NA
"170","51760011000",0.902,2015,"perc_moving",NA
"171","51107610505",0.741,2015,"perc_moving",NA
"172","51680000500",0.441,2015,"perc_moving",NA
"173","51810044005",0.483,2015,"perc_moving",NA
"174","51059481101",0.711,2015,"perc_moving",NA
"175","51153901102",0.513,2015,"perc_moving",NA
"176","51810040200",0.564,2015,"perc_moving",NA
"177","51660000101",0.64,2015,"perc_moving",NA
"178","51009010505",0.828,2015,"perc_moving",NA
"179","51760070803",0.723,2015,"perc_moving",NA
"180","51059451501",0.867,2015,"perc_moving",NA
"181","51800065401",0.571,2015,"perc_moving",NA
"182","51760021200",0.861,2015,"perc_moving",NA
"183","51013102804",0.804,2015,"perc_moving",NA
"184","51041100212",0.646,2015,"perc_moving",NA
"185","51760010202",0.722,2015,"perc_moving",NA
"186","51009010506",0.809,2015,"perc_moving",NA
"187","51117930202",0.869,2015,"perc_moving",NA
"188","51087200412",0.45,2015,"perc_moving",NA
"189","51590000600",0.854,2015,"perc_moving",NA
"190","51013101805",0.683,2015,"perc_moving",NA
"191","51760010800",0.78,2015,"perc_moving",NA
"192","51147930101",0.82,2015,"perc_moving",NA
"193","51670820700",0.856,2015,"perc_moving",NA
"194","51059440503",0.664,2015,"perc_moving",NA
"195","51710002600",0.386,2015,"perc_moving",NA
"196","51770001200",0.607,2015,"perc_moving",NA
"197","51570830200",0.847,2015,"perc_moving",NA
"198","51810044006",0.483,2015,"perc_moving",NA
"199","51041100410",0.785,2015,"perc_moving",NA
"200","51700030300",0.854,2015,"perc_moving",NA
"201","51059451602",0.793,2015,"perc_moving",NA
"202","51059416200",0.626,2015,"perc_moving",NA
"203","51089010100",0.792,2015,"perc_moving",NA
"204","51510200406",0.828,2015,"perc_moving",NA
"205","51770002400",0.85,2015,"perc_moving",NA
"206","51087200418",0.605,2015,"perc_moving",NA
"207","51153901702",0.896,2015,"perc_moving",NA
"208","51059471301",0.583,2015,"perc_moving",NA
"209","51153900901",0.672,2015,"perc_moving",NA
"210","51760071002",0.723,2015,"perc_moving",NA
"211","51041100907",0.748,2015,"perc_moving",NA
"212","51059491202",0.376,2015,"perc_moving",NA
"213","51740212400",0.669,2015,"perc_moving",NA
"214","51013101803",0.659,2015,"perc_moving",NA
"215","51590001100",0.681,2015,"perc_moving",NA
"216","51770000100",0.802,2015,"perc_moving",NA
"217","51800075103",0.808,2015,"perc_moving",NA
"218","51185020900",0.72,2015,"perc_moving",NA
"219","51087200700",0.867,2015,"perc_moving",NA
"220","51013101407",0.503,2015,"perc_moving",NA
"221","51700032212",0.682,2015,"perc_moving",NA
"222","51059481102",0.621,2015,"perc_moving",NA
"223","51153901101",0.503,2015,"perc_moving",NA
"224","51760040600",0.522,2015,"perc_moving",NA
"225","51540000501",0.718,2015,"perc_moving",NA
"226","51510200301",0.687,2015,"perc_moving",NA
"227","51059422000",0.901,2015,"perc_moving",NA
"228","51037930101",0.925,2015,"perc_moving",NA
"229","51013103405",0.478,2015,"perc_moving",NA
"230","51187020400",0.88,2015,"perc_moving",NA
"231","51830370200",0.582,2015,"perc_moving",NA
"232","51710000300",0.57,2015,"perc_moving",NA
"233","51670820600",0.866,2015,"perc_moving",NA
"234","51650011300",0.744,2015,"perc_moving",NA
"235","51650010316",0.457,2015,"perc_moving",NA
"236","51770000500",0.799,2015,"perc_moving",NA
"237","51710000400",0.544,2015,"perc_moving",NA
"238","51760010900",0.776,2015,"perc_moving",NA
"239","51041100405",0.746,2015,"perc_moving",NA
"240","51640070102",0.913,2015,"perc_moving",NA
"241","51760071003",0.546,2015,"perc_moving",NA
"242","51059421600",0.787,2015,"perc_moving",NA
"243","51650010314",0.749,2015,"perc_moving",NA
"244","51590000200",0.856,2015,"perc_moving",NA
"245","51121020202",0.607,2015,"perc_moving",NA
"246","51059421800",0.852,2015,"perc_moving",NA
"247","51660000401",0.602,2015,"perc_moving",NA
"248","51059421400",0.74,2015,"perc_moving",NA
"249","51059482201",0.637,2015,"perc_moving",NA
"250","51595890200",0.744,2015,"perc_moving",NA
"251","51710003300",0.797,2015,"perc_moving",NA
"252","51510200105",0.83,2015,"perc_moving",NA
"253","51840000301",0.696,2015,"perc_moving",NA
"254","51660000207",0.284,2015,"perc_moving",NA
"255","51141030102",0.8,2015,"perc_moving",NA
"256","51710000201",0.496,2015,"perc_moving",NA
"257","51041100300",0.899,2015,"perc_moving",NA
"258","51107611002",0.544,2015,"perc_moving",NA
"259","51059461901",0.918,2015,"perc_moving",NA
"260","51510200407",0.866,2015,"perc_moving",NA
"261","51153900503",0.776,2015,"perc_moving",NA
"262","51730810300",0.827,2015,"perc_moving",NA
"263","51153900504",0.776,2015,"perc_moving",NA
"264","51590000300",0.846,2015,"perc_moving",NA
"265","51047930300",0.788,2015,"perc_moving",NA
"266","51700032134",0.415,2015,"perc_moving",NA
"267","51153900407",0.814,2015,"perc_moving",NA
"268","51107611602",0.798,2015,"perc_moving",NA
"269","51550020700",0.661,2015,"perc_moving",NA
"270","51760070700",0.706,2015,"perc_moving",NA
"271","51800065402",0.571,2015,"perc_moving",NA
"272","51760041100",0.384,2015,"perc_moving",NA
"273","51059450300",0.859,2015,"perc_moving",NA
"274","51678980000",0.756,2015,"perc_moving",NA
"275","51087200131",0.587,2015,"perc_moving",NA
"276","51520020300",0.758,2015,"perc_moving",NA
"277","51013103200",0.686,2015,"perc_moving",NA
"278","51153901704",0.792,2015,"perc_moving",NA
"279","51013102600",0.794,2015,"perc_moving",NA
"280","51710005000",0.791,2015,"perc_moving",NA
"281","51710003200",0.72,2015,"perc_moving",NA
"282","51059421900",0.488,2015,"perc_moving",NA
"283","51105950500",0.854,2015,"perc_moving",NA
"284","51810046013",0.877,2015,"perc_moving",NA
"285","51087201103",0.721,2015,"perc_moving",NA
"286","51700031604",0.75,2015,"perc_moving",NA
"287","51187020500",0.654,2015,"perc_moving",NA
"288","51570830400",0.868,2015,"perc_moving",NA
"289","51680001601",0.503,2015,"perc_moving",NA
"290","51760010201",0.726,2015,"perc_moving",NA
"291","51013101406",0.748,2015,"perc_moving",NA
"292","51800075601",0.757,2015,"perc_moving",NA
"293","51173030600",0.727,2015,"perc_moving",NA
"294","51121020702",0.575,2015,"perc_moving",NA
"295","51059452302",0.736,2015,"perc_moving",NA
"296","51650010309",0.763,2015,"perc_moving",NA
"297","51087200125",0.644,2015,"perc_moving",NA
"298","51760020900",0.711,2015,"perc_moving",NA
"299","51660000402",0.734,2015,"perc_moving",NA
"300","51700032133",0.415,2015,"perc_moving",NA
"301","51053840102",0.915,2015,"perc_moving",NA
"302","51059480902",0.819,2015,"perc_moving",NA
"303","51650012000",0.654,2015,"perc_moving",NA
"304","51177020305",0.667,2015,"perc_moving",NA
"305","51003011302",0.612,2015,"perc_moving",NA
"306","51710006502",0.715,2015,"perc_moving",NA
"307","51139030401",0.862,2015,"perc_moving",NA
"308","51510200704",0.413,2015,"perc_moving",NA
"309","51810045605",0.543,2015,"perc_moving",NA
"310","51087201206",0.784,2015,"perc_moving",NA
"311","51059482507",0.54,2015,"perc_moving",NA
"312","51059452200",0.862,2015,"perc_moving",NA
"313","51059481202",0.789,2015,"perc_moving",NA
"314","51183870300",0.809,2015,"perc_moving",NA
"315","51510200305",0.575,2015,"perc_moving",NA
"316","51131930100",0.947,2015,"perc_moving",NA
"317","51087201204",0.846,2015,"perc_moving",NA
"318","51650010701",0.68,2015,"perc_moving",NA
"319","51700032124",0.602,2015,"perc_moving",NA
"320","51800075504",0.801,2015,"perc_moving",NA
"321","51059450200",0.917,2015,"perc_moving",NA
"322","51013103800",0.71,2015,"perc_moving",NA
"323","51610500300",0.739,2015,"perc_moving",NA
"324","51630000201",0.607,2015,"perc_moving",NA
"325","51770001100",0.297,2015,"perc_moving",NA
"326","51059415300",0.9,2015,"perc_moving",NA
"327","51700030500",0.77,2015,"perc_moving",NA
