geoid,air_quality_quintile,air_quality_level,region_name,region_type
51800075501,5,Very High,"Census Tract 755.01, Suffolk city, Virginia",tract
51800075703,5,Very High,"Census Tract 757.03, Suffolk city, Virginia",tract
51800075405,5,Very High,"Census Tract 754.05, Suffolk city, Virginia",tract
51800075803,5,Very High,"Census Tract 758.03, Suffolk city, Virginia",tract
51800075702,5,Very High,"Census Tract 757.02, Suffolk city, Virginia",tract
51800075701,5,Very High,"Census Tract 757.01, Suffolk city, Virginia",tract
51800075801,5,Very High,"Census Tract 758.01, Suffolk city, Virginia",tract
51800075601,5,Very High,"Census Tract 756.01, Suffolk city, Virginia",tract
51800075301,5,Very High,"Census Tract 753.01, Suffolk city, Virginia",tract
51800075204,5,Very High,"Census Tract 752.04, Suffolk city, Virginia",tract
51800075102,5,Very High,"Census Tract 751.02, Suffolk city, Virginia",tract
51800075203,5,Very High,"Census Tract 752.03, Suffolk city, Virginia",tract
51800075202,5,Very High,"Census Tract 752.02, Suffolk city, Virginia",tract
51800075802,5,Very High,"Census Tract 758.02, Suffolk city, Virginia",tract
51800075401,5,Very High,"Census Tract 754.01, Suffolk city, Virginia",tract
51800075402,5,Very High,"Census Tract 754.02, Suffolk city, Virginia",tract
51800075403,5,Very High,"Census Tract 754.03, Suffolk city, Virginia",tract
51800075404,5,Very High,"Census Tract 754.04, Suffolk city, Virginia",tract
51800075602,5,Very High,"Census Tract 756.02, Suffolk city, Virginia",tract
51181860100,4,High,"Census Tract 8601, Surry County, Virginia",tract
51181860200,4,High,"Census Tract 8602, Surry County, Virginia",tract
51183870100,4,High,"Census Tract 8701, Sussex County, Virginia",tract
51183870300,4,High,"Census Tract 8703, Sussex County, Virginia",tract
51183870400,4,High,"Census Tract 8704, Sussex County, Virginia",tract
51183870201,4,High,"Census Tract 8702.01, Sussex County, Virginia",tract
51183870202,5,Very High,"Census Tract 8702.02, Sussex County, Virginia",tract
51185020200,4,High,"Census Tract 202, Tazewell County, Virginia",tract
51185020800,4,High,"Census Tract 208, Tazewell County, Virginia",tract
51185021100,4,High,"Census Tract 211, Tazewell County, Virginia",tract
51185020100,4,High,"Census Tract 201, Tazewell County, Virginia",tract
51185020300,4,High,"Census Tract 203, Tazewell County, Virginia",tract
51185020400,4,High,"Census Tract 204, Tazewell County, Virginia",tract
51185020500,4,High,"Census Tract 205, Tazewell County, Virginia",tract
51185020900,4,High,"Census Tract 209, Tazewell County, Virginia",tract
51185021000,4,High,"Census Tract 210, Tazewell County, Virginia",tract
51185020600,4,High,"Census Tract 206, Tazewell County, Virginia",tract
51185020700,5,Very High,"Census Tract 207, Tazewell County, Virginia",tract
51810045807,2,Low,"Census Tract 458.07, Virginia Beach city, Virginia",tract
51810040200,2,Low,"Census Tract 402, Virginia Beach city, Virginia",tract
51810040404,2,Low,"Census Tract 404.04, Virginia Beach city, Virginia",tract
51810040402,2,Low,"Census Tract 404.02, Virginia Beach city, Virginia",tract
51810040600,2,Low,"Census Tract 406, Virginia Beach city, Virginia",tract
51810041004,2,Low,"Census Tract 410.04, Virginia Beach city, Virginia",tract
51810041002,2,Low,"Census Tract 410.02, Virginia Beach city, Virginia",tract
51810041200,2,Low,"Census Tract 412, Virginia Beach city, Virginia",tract
51810042400,2,Low,"Census Tract 424, Virginia Beach city, Virginia",tract
51810042600,2,Low,"Census Tract 426, Virginia Beach city, Virginia",tract
51810040801,2,Low,"Census Tract 408.01, Virginia Beach city, Virginia",tract
51810043400,2,Low,"Census Tract 434, Virginia Beach city, Virginia",tract
51810044001,2,Low,"Census Tract 440.01, Virginia Beach city, Virginia",tract
51810044807,2,Low,"Census Tract 448.07, Virginia Beach city, Virginia",tract
51810044805,2,Low,"Census Tract 448.05, Virginia Beach city, Virginia",tract
51810044808,2,Low,"Census Tract 448.08, Virginia Beach city, Virginia",tract
51810045415,2,Low,"Census Tract 454.15, Virginia Beach city, Virginia",tract
51810045407,2,Low,"Census Tract 454.07, Virginia Beach city, Virginia",tract
51810045805,2,Low,"Census Tract 458.05, Virginia Beach city, Virginia",tract
51810045801,2,Low,"Census Tract 458.01, Virginia Beach city, Virginia",tract
51810046009,2,Low,"Census Tract 460.09, Virginia Beach city, Virginia",tract
51810046002,2,Low,"Census Tract 460.02, Virginia Beach city, Virginia",tract
51810046005,2,Low,"Census Tract 460.05, Virginia Beach city, Virginia",tract
51810046204,2,Low,"Census Tract 462.04, Virginia Beach city, Virginia",tract
51810046206,2,Low,"Census Tract 462.06, Virginia Beach city, Virginia",tract
51810040403,2,Low,"Census Tract 404.03, Virginia Beach city, Virginia",tract
51810040802,2,Low,"Census Tract 408.02, Virginia Beach city, Virginia",tract
51810041003,2,Low,"Census Tract 410.03, Virginia Beach city, Virginia",tract
51810041801,2,Low,"Census Tract 418.01, Virginia Beach city, Virginia",tract
51810041802,2,Low,"Census Tract 418.02, Virginia Beach city, Virginia",tract
51810042802,2,Low,"Census Tract 428.02, Virginia Beach city, Virginia",tract
51810046010,2,Low,"Census Tract 460.10, Virginia Beach city, Virginia",tract
51810045604,2,Low,"Census Tract 456.04, Virginia Beach city, Virginia",tract
51810045412,3,Average,"Census Tract 454.12, Virginia Beach city, Virginia",tract
51810041400,3,Average,"Census Tract 414, Virginia Beach city, Virginia",tract
51810041600,3,Average,"Census Tract 416, Virginia Beach city, Virginia",tract
51810042201,3,Average,"Census Tract 422.01, Virginia Beach city, Virginia",tract
51810042000,3,Average,"Census Tract 420, Virginia Beach city, Virginia",tract
51810042202,3,Average,"Census Tract 422.02, Virginia Beach city, Virginia",tract
51810043002,3,Average,"Census Tract 430.02, Virginia Beach city, Virginia",tract
51810043200,3,Average,"Census Tract 432, Virginia Beach city, Virginia",tract
51810043600,3,Average,"Census Tract 436, Virginia Beach city, Virginia",tract
51810043800,3,Average,"Census Tract 438, Virginia Beach city, Virginia",tract
51810045000,3,Average,"Census Tract 450, Virginia Beach city, Virginia",tract
51810044401,3,Average,"Census Tract 444.01, Virginia Beach city, Virginia",tract
51810044402,3,Average,"Census Tract 444.02, Virginia Beach city, Virginia",tract
51810044600,3,Average,"Census Tract 446, Virginia Beach city, Virginia",tract
51810044806,3,Average,"Census Tract 448.06, Virginia Beach city, Virginia",tract
51810045414,3,Average,"Census Tract 454.14, Virginia Beach city, Virginia",tract
51810045200,3,Average,"Census Tract 452, Virginia Beach city, Virginia",tract
51810045405,3,Average,"Census Tract 454.05, Virginia Beach city, Virginia",tract
51810045406,3,Average,"Census Tract 454.06, Virginia Beach city, Virginia",tract
51810045408,3,Average,"Census Tract 454.08, Virginia Beach city, Virginia",tract
51810045417,3,Average,"Census Tract 454.17, Virginia Beach city, Virginia",tract
51810045810,3,Average,"Census Tract 458.10, Virginia Beach city, Virginia",tract
51810045601,3,Average,"Census Tract 456.01, Virginia Beach city, Virginia",tract
51810045803,3,Average,"Census Tract 458.03, Virginia Beach city, Virginia",tract
51810046006,3,Average,"Census Tract 460.06, Virginia Beach city, Virginia",tract
51810046211,3,Average,"Census Tract 462.11, Virginia Beach city, Virginia",tract
51810046012,3,Average,"Census Tract 460.12, Virginia Beach city, Virginia",tract
51810046013,3,Average,"Census Tract 460.13, Virginia Beach city, Virginia",tract
51810046213,3,Average,"Census Tract 462.13, Virginia Beach city, Virginia",tract
51810046207,3,Average,"Census Tract 462.07, Virginia Beach city, Virginia",tract
51810046400,3,Average,"Census Tract 464, Virginia Beach city, Virginia",tract
51810040000,3,Average,"Census Tract 400, Virginia Beach city, Virginia",tract
51810042801,3,Average,"Census Tract 428.01, Virginia Beach city, Virginia",tract
51810044200,3,Average,"Census Tract 442, Virginia Beach city, Virginia",tract
51810045420,3,Average,"Census Tract 454.20, Virginia Beach city, Virginia",tract
51810045806,3,Average,"Census Tract 458.06, Virginia Beach city, Virginia",tract
51810045808,3,Average,"Census Tract 458.08, Virginia Beach city, Virginia",tract
51810045809,3,Average,"Census Tract 458.09, Virginia Beach city, Virginia",tract
51810046011,3,Average,"Census Tract 460.11, Virginia Beach city, Virginia",tract
51810046212,3,Average,"Census Tract 462.12, Virginia Beach city, Virginia",tract
51810046214,3,Average,"Census Tract 462.14, Virginia Beach city, Virginia",tract
51810046216,3,Average,"Census Tract 462.16, Virginia Beach city, Virginia",tract
51810046219,3,Average,"Census Tract 462.19, Virginia Beach city, Virginia",tract
51810046217,3,Average,"Census Tract 462.17, Virginia Beach city, Virginia",tract
51810044003,3,Average,"Census Tract 440.03, Virginia Beach city, Virginia",tract
51810046221,4,High,"Census Tract 462.21, Virginia Beach city, Virginia",tract
51810046220,4,High,"Census Tract 462.20, Virginia Beach city, Virginia",tract
51810046222,4,High,"Census Tract 462.22, Virginia Beach city, Virginia",tract
51810043003,4,High,"Census Tract 430.03, Virginia Beach city, Virginia",tract
51810045427,4,High,"Census Tract 454.27, Virginia Beach city, Virginia",tract
51810045421,5,Very High,"Census Tract 454.21, Virginia Beach city, Virginia",tract
51810045422,5,Very High,"Census Tract 454.22, Virginia Beach city, Virginia",tract
51810046015,5,Very High,"Census Tract 460.15, Virginia Beach city, Virginia",tract
51810045423,5,Very High,"Census Tract 454.23, Virginia Beach city, Virginia",tract
51810046016,5,Very High,"Census Tract 460.16, Virginia Beach city, Virginia",tract
51810045424,5,Very High,"Census Tract 454.24, Virginia Beach city, Virginia",tract
51810046014,5,Very High,"Census Tract 460.14, Virginia Beach city, Virginia",tract
51810046223,5,Very High,"Census Tract 462.23, Virginia Beach city, Virginia",tract
51810046225,5,Very High,"Census Tract 462.25, Virginia Beach city, Virginia",tract
51810046224,5,Very High,"Census Tract 462.24, Virginia Beach city, Virginia",tract
51810045603,5,Very High,"Census Tract 456.03, Virginia Beach city, Virginia",tract
51810045425,5,Very High,"Census Tract 454.25, Virginia Beach city, Virginia",tract
51810044004,5,Very High,"Census Tract 440.04, Virginia Beach city, Virginia",tract
51810043004,5,Very High,"Census Tract 430.04, Virginia Beach city, Virginia",tract
51810045426,5,Very High,"Census Tract 454.26, Virginia Beach city, Virginia",tract
51810045428,5,Very High,"Census Tract 454.28, Virginia Beach city, Virginia",tract
51187020500,2,Low,"Census Tract 205, Warren County, Virginia",tract
51187020200,3,Average,"Census Tract 202, Warren County, Virginia",tract
51187020400,3,Average,"Census Tract 204, Warren County, Virginia",tract
51187020100,4,High,"Census Tract 201, Warren County, Virginia",tract
51187020300,4,High,"Census Tract 203, Warren County, Virginia",tract
51187020700,4,High,"Census Tract 207, Warren County, Virginia",tract
51187020602,5,Very High,"Census Tract 206.02, Warren County, Virginia",tract
51187020601,5,Very High,"Census Tract 206.01, Warren County, Virginia",tract
51191010501,2,Low,"Census Tract 105.01, Washington County, Virginia",tract
51191010100,3,Average,"Census Tract 101, Washington County, Virginia",tract
51191010200,3,Average,"Census Tract 102, Washington County, Virginia",tract
51191010402,3,Average,"Census Tract 104.02, Washington County, Virginia",tract
51191010502,3,Average,"Census Tract 105.02, Washington County, Virginia",tract
51191011000,4,High,"Census Tract 110, Washington County, Virginia",tract
51191010700,4,High,"Census Tract 107, Washington County, Virginia",tract
51191010300,4,High,"Census Tract 103, Washington County, Virginia",tract
51191010800,4,High,"Census Tract 108, Washington County, Virginia",tract
51191010900,4,High,"Census Tract 109, Washington County, Virginia",tract
51191010401,4,High,"Census Tract 104.01, Washington County, Virginia",tract
51191010601,5,Very High,"Census Tract 106.01, Washington County, Virginia",tract
51191010602,5,Very High,"Census Tract 106.02, Washington County, Virginia",tract
51820003100,1,Very Low,"Census Tract 31, Waynesboro city, Virginia",tract
51820003200,2,Low,"Census Tract 32, Waynesboro city, Virginia",tract
51820003300,2,Low,"Census Tract 33, Waynesboro city, Virginia",tract
51820003400,2,Low,"Census Tract 34, Waynesboro city, Virginia",tract
51820003500,3,Average,"Census Tract 35, Waynesboro city, Virginia",tract
51193010400,3,Average,"Census Tract 104, Westmoreland County, Virginia",tract
51193010100,4,High,"Census Tract 101, Westmoreland County, Virginia",tract
51193010200,4,High,"Census Tract 102, Westmoreland County, Virginia",tract
51193010300,4,High,"Census Tract 103, Westmoreland County, Virginia",tract
51830370200,2,Low,"Census Tract 3702, Williamsburg city, Virginia",tract
51830370300,3,Average,"Census Tract 3703, Williamsburg city, Virginia",tract
51830370100,3,Average,"Census Tract 3701, Williamsburg city, Virginia",tract
51840000100,1,Very Low,"Census Tract 1, Winchester city, Virginia",tract
51840000201,2,Low,"Census Tract 2.01, Winchester city, Virginia",tract
51840000202,2,Low,"Census Tract 2.02, Winchester city, Virginia",tract
51840000302,2,Low,"Census Tract 3.02, Winchester city, Virginia",tract
51840000301,2,Low,"Census Tract 3.01, Winchester city, Virginia",tract
51195931400,4,High,"Census Tract 9314, Wise County, Virginia",tract
51195931300,4,High,"Census Tract 9313, Wise County, Virginia",tract
51195931200,4,High,"Census Tract 9312, Wise County, Virginia",tract
51195930700,4,High,"Census Tract 9307, Wise County, Virginia",tract
51195931100,4,High,"Census Tract 9311, Wise County, Virginia",tract
51195931500,4,High,"Census Tract 9315, Wise County, Virginia",tract
51195931000,4,High,"Census Tract 9310, Wise County, Virginia",tract
51195930900,4,High,"Census Tract 9309, Wise County, Virginia",tract
51195931600,4,High,"Census Tract 9316, Wise County, Virginia",tract
51195931700,4,High,"Census Tract 9317, Wise County, Virginia",tract
51195930800,4,High,"Census Tract 9308, Wise County, Virginia",tract
51197050200,4,High,"Census Tract 502, Wythe County, Virginia",tract
51197050100,4,High,"Census Tract 501, Wythe County, Virginia",tract
51197050401,5,Very High,"Census Tract 504.01, Wythe County, Virginia",tract
51197050302,5,Very High,"Census Tract 503.02, Wythe County, Virginia",tract
51197050301,5,Very High,"Census Tract 503.01, Wythe County, Virginia",tract
51197050402,5,Very High,"Census Tract 504.02, Wythe County, Virginia",tract
51199051000,2,Low,"Census Tract 510, York County, Virginia",tract
51199050401,3,Average,"Census Tract 504.01, York County, Virginia",tract
51199050500,3,Average,"Census Tract 505, York County, Virginia",tract
51199050205,3,Average,"Census Tract 502.05, York County, Virginia",tract
51199050402,3,Average,"Census Tract 504.02, York County, Virginia",tract
51199050204,3,Average,"Census Tract 502.04, York County, Virginia",tract
51199050203,3,Average,"Census Tract 502.03, York County, Virginia",tract
51199050304,3,Average,"Census Tract 503.04, York County, Virginia",tract
51199050303,3,Average,"Census Tract 503.03, York County, Virginia",tract
51199050206,3,Average,"Census Tract 502.06, York County, Virginia",tract
51199050306,4,High,"Census Tract 503.06, York County, Virginia",tract
51199050900,4,High,"Census Tract 509, York County, Virginia",tract
51199051100,4,High,"Census Tract 511, York County, Virginia",tract
51199050305,5,Very High,"Census Tract 503.05, York County, Virginia",tract
