geoid,year,phys_30_cnt
51760070901,2021,761
51760070801,2017,848
51760070801,2018,822
51760070801,2019,799
51760070801,2020,571
51760070801,2021,553
51041100209,2017,619
51041100209,2018,599
51041100209,2019,577
51041100209,2020,793
51041100209,2021,768
51760060800,2017,615
51760060800,2018,595
51760060800,2019,572
51760060800,2020,782
51760060800,2021,756
51760070803,2017,619
51760070803,2018,599
51760070803,2019,577
51760070803,2020,793
51760070803,2021,768
51760070900,2017,842
51760070900,2018,816
51760070900,2019,792
51760070900,2020,571
51760070900,2021,553
51041100923,2017,600
51041100923,2018,582
51041100923,2019,559
51041100923,2020,777
51041100923,2021,754
51041100210,2017,619
51041100210,2018,599
51041100210,2019,577
51041100210,2020,793
51041100210,2021,768
51760070902,2017,619
51760070902,2018,599
51760070902,2019,577
51760070902,2020,787
51760070902,2021,761
51760070700,2017,619
51760070700,2018,599
51760070700,2019,577
51760070700,2020,793
51760070700,2021,768
51041100922,2017,586
51041100922,2018,570
51041100922,2019,549
51041100922,2020,767
51041100922,2021,746
51087201504,2017,615
51087201504,2018,596
51087201504,2019,573
51087201504,2020,782
51087201504,2021,757
51087201501,2017,838
51087201501,2018,813
51087201501,2019,788
51087201501,2020,566
51087201501,2021,549
51760070602,2017,619
51760070602,2018,599
51760070602,2019,577
51760070602,2020,793
51760070602,2021,768
51087201503,2017,615
51087201503,2018,596
51087201503,2019,573
51087201503,2020,782
51087201503,2021,757
51760070601,2017,619
51760070601,2018,599
51760070601,2019,577
51760070601,2020,793
51760070601,2021,768
51087980100,2017,596
51087980100,2018,579
51087980100,2019,555
51087980100,2020,764
51087980100,2021,741
51760060700,2017,621
51760060700,2018,602
51760060700,2019,579
51760060700,2020,789
51760060700,2021,763
51041100907,2017,600
51041100907,2018,582
51041100907,2019,559
51041100907,2020,777
51041100907,2021,754
51760071004,2017,619
51760071004,2018,599
51760071004,2019,577
51760071004,2020,793
51760071004,2021,768
51760071001,2017,829
51760071001,2018,805
51760071001,2019,781
51760071001,2020,555
51760071001,2021,539
51760060400,2017,621
51760060400,2018,602
51760060400,2019,580
51760060400,2020,796
51760060400,2021,771
51760021200,2017,613
51760021200,2018,594
51760021200,2019,571
51760021200,2020,780
51760021200,2021,755
51760071003,2017,602
51760071003,2018,585
51760071003,2019,562
51760071003,2020,780
51760071003,2021,757
51760060200,2017,621
51760060200,2018,602
51760060200,2019,579
51760060200,2020,789
51760060200,2021,763
51041100920,2017,584
51041100920,2018,569
51041100920,2019,548
51041100920,2020,766
51041100920,2021,745
51760071002,2017,619
51760071002,2018,599
51760071002,2019,577
51760071002,2020,793
51760071002,2021,768
51041100106,2017,600
51041100106,2018,582
51041100106,2019,559
51041100106,2020,777
51041100106,2021,754
51041100921,2017,585
51041100921,2018,568
51041100921,2019,547
51041100921,2020,765
51041100921,2021,744
51760021100,2017,618
51760021100,2018,599
51760021100,2019,576
51760021100,2020,786
51760021100,2021,760
51760060502,2017,621
51760060502,2018,602
51760060502,2019,580
51760060502,2020,796
51760060502,2021,771
51760060500,2017,850
51760060500,2018,825
51760060500,2019,802
51760060500,2020,574
51760060500,2021,556
51041100924,2017,525
51041100924,2018,507
51041100924,2019,493
51041100924,2020,705
51041100924,2021,685
51760060501,2017,621
51760060501,2018,602
51760060501,2019,579
51760060501,2020,795
51760060501,2021,770
51760021000,2017,613
51760021000,2018,594
51760021000,2019,571
51760021000,2020,780
51760021000,2021,755
51041100936,2017,550
51041100936,2018,534
51041100936,2019,520
51041100936,2020,738
51041100936,2021,716
51087201406,2017,615
51087201406,2018,596
51087201406,2019,573
51087201406,2020,782
51087201406,2021,757
51760061001,2017,621
51760061001,2018,602
51760061001,2019,579
51760061001,2020,789
51760061001,2021,763
51760061000,2017,844
51760061000,2018,819
51760061000,2019,794
51760061000,2020,573
51760061000,2021,555
51760060600,2017,619
51760060600,2018,599
51760060600,2019,577
51760060600,2020,793
51760060600,2021,768
51760061002,2017,621
51760061002,2018,602
51760061002,2019,579
51760061002,2020,789
51760061002,2021,763
51760071100,2017,600
51760071100,2018,582
51760071100,2019,559
51760071100,2020,777
51760071100,2021,754
51087201401,2017,837
51087201401,2018,812
51087201401,2019,787
51087201401,2020,565
51087201401,2021,548
51087201102,2017,613
51087201102,2018,594
51087201102,2019,571
51087201102,2020,780
51087201102,2021,755
51760020800,2017,619
51760020800,2018,600
51760020800,2019,577
51760020800,2020,787
51760020800,2021,761
51041100902,2017,591
51041100902,2018,574
51041100902,2019,553
51041100902,2020,771
51041100902,2021,749
51760020501,2017,621
51760020501,2018,602
51760020501,2019,579
51760020501,2020,789
51760020501,2021,763
51760020900,2017,597
51760020900,2018,581
51760020900,2019,557
51760020900,2020,768
51760020900,2021,745
51760020500,2017,844
51760020500,2018,819
51760020500,2019,794
51760020500,2020,573
51760020500,2021,555
51760020600,2017,619
51760020600,2018,600
51760020600,2019,577
51760020600,2020,787
51760020600,2021,761
51760020502,2017,621
51760020502,2018,602
51760020502,2019,579
51760020502,2020,789
51760020502,2021,763
51760041300,2017,621
51760041300,2018,602
51760041300,2019,579
51760041300,2020,789
51760041300,2021,763
51760030502,2017,621
51760030502,2018,602
51760030502,2019,579
51760030502,2020,789
51760030502,2021,763
51760020700,2017,619
51760020700,2018,600
51760020700,2019,577
51760020700,2020,787
51760020700,2021,761
51760030500,2017,844
51760030500,2018,819
51760030500,2019,794
51760030500,2020,573
51760030500,2021,555
51041100935,2017,536
51041100935,2018,520
51041100935,2019,506
51041100935,2020,721
51041100935,2021,701
51087201205,2017,596
51087201205,2018,579
51087201205,2019,555
51087201205,2020,764
51087201205,2021,741
51087201405,2017,598
51087201405,2018,582
51087201405,2019,557
51087201405,2020,768
51087201405,2021,745
51760041200,2017,621
51760041200,2018,602
51760041200,2019,579
51760041200,2020,789
51760041200,2021,763
51087201202,2017,819
51087201202,2018,796
51087201202,2019,770
51087201202,2020,548
51087201202,2021,533
51760070300,2017,602
51760070300,2018,584
51760070300,2019,561
51760070300,2020,779
51760070300,2021,756
51760041600,2017,602
51760041600,2018,585
51760041600,2019,561
51760041600,2020,773
51760041600,2021,749
51760020300,2017,619
51760020300,2018,600
51760020300,2019,577
51760020300,2020,787
51760020300,2021,761
51760041400,2017,604
51760041400,2018,588
51760041400,2019,564
51760041400,2020,776
51760041400,2021,752
51760030501,2017,621
51760030501,2018,602
51760030501,2019,579
51760030501,2020,789
51760030501,2021,763
51041100926,2017,562
51041100926,2018,545
51041100926,2019,528
51041100926,2020,746
51041100926,2021,724
51760070400,2017,600
51760070400,2018,582
51760070400,2019,559
51760070400,2020,777
51760070400,2021,754
51087201206,2017,593
51087201206,2018,578
51087201206,2019,553
51087201206,2020,762
51087201206,2021,738
51087201104,2017,598
51087201104,2018,582
51087201104,2019,557
51087201104,2020,768
51087201104,2021,745
51760030200,2017,621
51760030200,2018,602
51760030200,2019,579
51760030200,2020,789
51760030200,2021,763
51760020400,2017,619
51760020400,2018,600
51760020400,2019,577
51760020400,2020,787
51760020400,2021,761
51760070100,2017,584
51760070100,2018,569
51760070100,2019,548
51760070100,2020,766
51760070100,2021,745
51760040300,2017,621
51760040300,2018,602
51760040300,2019,579
51760040300,2020,789
51760040300,2021,763
51760020200,2017,597
51760020200,2018,581
51760020200,2019,557
51760020200,2020,768
51760020200,2021,745
51087201101,2017,821
51087201101,2018,799
51087201101,2019,772
51087201101,2020,552
51087201101,2021,537
51760041100,2017,621
51760041100,2018,602
51760041100,2019,579
51760041100,2020,789
51760041100,2021,763
51087201204,2017,596
51087201204,2018,579
51087201204,2019,554
51087201204,2020,763
51087201204,2021,739
51760040400,2017,621
51760040400,2018,602
51760040400,2019,579
51760040400,2020,789
51760040400,2021,763
51760030100,2017,621
51760030100,2018,602
51760030100,2019,579
51760030100,2020,789
51760030100,2021,763
51760041000,2017,604
51760041000,2018,588
51760041000,2019,564
51760041000,2020,776
51760041000,2021,752
51760040201,2017,621
51760040201,2018,602
51760040201,2019,579
51760040201,2020,789
51760040201,2021,763
51760020100,2017,620
51760020100,2018,601
51760020100,2019,577
51760020100,2020,786
51760020100,2021,761
51760040900,2017,602
51760040900,2018,585
51760040900,2019,561
51760040900,2020,773
51760040900,2021,749
51760050600,2017,602
51760050600,2018,585
51760050600,2019,562
51760050600,2020,780
51760050600,2021,757
51087201103,2017,597
51087201103,2018,580
51087201103,2019,555
51087201103,2020,764
51087201103,2021,740
51760040800,2017,602
51760040800,2018,585
51760040800,2019,561
51760040800,2020,773
51760040800,2021,749
51760040500,2017,604
51760040500,2018,588
51760040500,2019,564
51760040500,2020,776
51760040500,2021,752
51087201201,2017,797
51087201201,2018,774
51087201201,2019,752
51087201201,2020,530
51087201201,2021,514
51087201003,2017,598
51087201003,2018,582
51087201003,2019,557
51087201003,2020,768
51087201003,2021,744
51087201203,2017,574
51087201203,2018,557
51087201203,2019,537
51087201203,2020,746
51087201203,2021,721
51760040600,2017,602
51760040600,2018,585
51760040600,2019,561
51760040600,2020,773
51760040600,2021,749
51760011100,2017,604
51760011100,2018,588
51760011100,2019,564
51760011100,2020,776
51760011100,2021,752
51760050300,2017,602
51760050300,2018,585
51760050300,2019,562
51760050300,2020,774
51760050300,2021,750
51760011000,2017,602
51760011000,2018,586
51760011000,2019,562
51760011000,2020,774
51760011000,2021,750
51760040700,2017,602
51760040700,2018,585
51760040700,2019,561
51760040700,2020,773
51760040700,2021,749
51760010900,2017,598
51760010900,2018,582
51760010900,2019,557
51760010900,2020,768
51760010900,2021,745
51760040200,2017,825
51760040200,2018,802
51760040200,2019,776
51760040200,2020,557
51760040200,2021,541
51760040202,2017,602
51760040202,2018,585
51760040202,2019,561
51760040202,2020,773
51760040202,2021,748
51087200108,2017,550
51087200108,2018,534
51087200108,2019,520
51087200108,2020,738
51087200108,2021,716
51760050100,2017,602
51760050100,2018,585
51760050100,2019,561
51760050100,2020,773
51760050100,2021,749
51760050200,2017,592
51760050200,2018,575
51760050200,2019,553
51760050200,2020,765
51760050200,2021,742
51760010600,2017,600
51760010600,2018,583
51760010600,2019,559
51760010600,2020,771
51760010600,2021,747
51087201002,2017,598
51087201002,2018,582
51087201002,2019,557
51087201002,2020,768
51087201002,2021,744
51760050400,2017,592
51760050400,2018,575
51760050400,2019,554
51760050400,2020,772
51760050400,2021,750
51760010700,2017,596
51760010700,2018,579
51760010700,2019,554
51760010700,2020,765
51760010700,2021,742
51760010800,2017,598
51760010800,2018,582
51760010800,2019,557
51760010800,2020,768
51760010800,2021,744
51760050500,2017,587
51760050500,2018,571
51760050500,2019,550
51760050500,2020,768
51760050500,2021,746
51760010402,2017,600
51760010402,2018,583
51760010402,2019,559
51760010402,2020,771
51760010402,2021,747
51087200109,2017,550
51087200109,2018,534
51087200109,2019,520
51087200109,2020,738
51087200109,2021,716
51760010500,2017,600
51760010500,2018,583
51760010500,2019,559
51760010500,2020,771
51760010500,2021,746
51087200301,2017,589
51087200301,2018,574
51087200301,2019,553
51087200301,2020,765
51087200301,2021,742
51087201001,2017,598
51087201001,2018,582
51087201001,2019,557
51087201001,2020,768
51087201001,2021,744
51085321202,2017,519
51085321202,2018,506
51085321202,2019,485
51085321202,2020,692
51085321202,2021,661
51087200202,2017,547
51087200202,2018,530
51087200202,2019,517
51087200202,2020,732
51087200202,2021,710
51087200134,2017,544
51087200134,2018,528
51087200134,2019,515
51087200134,2020,730
51087200134,2021,709
51085321201,2017,515
51085321201,2018,504
51085321201,2019,480
51085321201,2020,690
51085321201,2021,660
51760010401,2017,596
51760010401,2018,580
51760010401,2019,557
51760010401,2020,768
51760010401,2021,744
51760010202,2017,600
51760010202,2018,583
51760010202,2019,559
51760010202,2020,771
51760010202,2021,746
51087200107,2017,772
51087200107,2018,750
51087200107,2019,736
51087200107,2020,507
51087200107,2021,493
51087200302,2017,587
51087200302,2018,572
51087200302,2019,551
51087200302,2020,763
51087200302,2021,740
51760010200,2017,819
51760010200,2018,797
51760010200,2019,772
51760010200,2020,552
51760010200,2021,536
51087200805,2017,596
51087200805,2018,579
51087200805,2019,554
51087200805,2020,765
51087200805,2021,741
51085321300,2017,486
51085321300,2018,476
51085321300,2019,455
51085321300,2020,657
51085321300,2021,628
51087200133,2017,543
51087200133,2018,527
51087200133,2019,514
51087200133,2020,729
51087200133,2021,708
51087200502,2017,587
51087200502,2018,572
51087200502,2019,550
51087200502,2020,762
51087200502,2021,739
51760010300,2017,594
51760010300,2018,578
51760010300,2019,555
51760010300,2020,766
51760010300,2021,742
51087200201,2017,549
51087200201,2018,532
51087200201,2019,519
51087200201,2020,733
51087200201,2021,712
51145500201,2017,164
51145500201,2018,163
51145500201,2019,162
51145500201,2020,279
51145500201,2021,281
51087200501,2017,587
51087200501,2018,572
51087200501,2019,551
51087200501,2020,763
51087200501,2021,740
51760010201,2017,593
51760010201,2018,578
51760010201,2019,555
51760010201,2020,766
51760010201,2021,742
51087200106,2017,548
51087200106,2018,531
51087200106,2019,518
51087200106,2020,733
51087200106,2021,711
51085321402,2017,471
51085321402,2018,460
51085321402,2019,439
51085321402,2020,635
51085321402,2021,599
51087200303,2017,569
51087200303,2018,552
51087200303,2019,535
51087200303,2020,746
51087200303,2021,722
51087200806,2017,580
51087200806,2018,568
51087200806,2019,545
51087200806,2020,756
51087200806,2021,732
51087200135,2017,543
51087200135,2018,527
51087200135,2019,514
51087200135,2020,729
51087200135,2021,707
51087200112,2017,754
51087200112,2018,731
51087200112,2019,717
51087200112,2020,487
51087200112,2021,474
51075400101,2017,536
51075400101,2018,519
51075400101,2019,507
51075400101,2020,722
51075400101,2021,701
51087200136,2017,533
51087200136,2018,516
51087200136,2019,504
51087200136,2020,720
51087200136,2021,700
51087200131,2017,555
51087200131,2018,538
51087200131,2019,524
51087200131,2020,741
51087200131,2021,718
51087200404,2017,580
51087200404,2018,567
51087200404,2019,547
51087200404,2020,759
51087200404,2021,736
51087200700,2017,585
51087200700,2018,570
51087200700,2019,548
51087200700,2020,760
51087200700,2021,737
51087200804,2017,800
51087200804,2018,782
51087200804,2019,758
51087200804,2020,539
51087200804,2021,525
51087200807,2017,587
51087200807,2018,573
51087200807,2019,549
51087200807,2020,759
51087200807,2021,735
51087200104,2017,777
51087200104,2018,754
51087200104,2019,740
51087200104,2020,510
51087200104,2021,496
51087200600,2017,585
51087200600,2018,570
51087200600,2019,549
51087200600,2020,761
51087200600,2021,738
51085321100,2017,554
51085321100,2018,541
51085321100,2019,520
51085321100,2020,730
51085321100,2021,702
51087200153,2017,548
51087200153,2018,531
51087200153,2019,518
51087200153,2020,732
51087200153,2021,710
51087200137,2017,542
51087200137,2018,526
51087200137,2019,513
51087200137,2020,727
51087200137,2021,707
51087200132,2017,548
51087200132,2018,531
51087200132,2019,518
51087200132,2020,732
51087200132,2021,710
51087200417,2017,557
51087200417,2018,541
51087200417,2019,527
51087200417,2020,738
51087200417,2021,714
51087200116,2017,771
51087200116,2018,749
51087200116,2019,735
51087200116,2020,506
51087200116,2021,493
51087200138,2017,542
51087200138,2018,526
51087200138,2019,513
51087200138,2020,728
51087200138,2021,707
51087200124,2017,525
51087200124,2018,508
51087200124,2019,495
51087200124,2020,709
51087200124,2021,688
51087200123,2017,520
51087200123,2018,503
51087200123,2019,491
51087200123,2020,706
51087200123,2021,686
51087200410,2017,786
51087200410,2018,764
51087200410,2019,749
51087200410,2020,522
51087200410,2021,507
51087200105,2017,777
51087200105,2018,754
51087200105,2019,740
51087200105,2020,510
51087200105,2021,496
51087200305,2017,551
51087200305,2018,535
51087200305,2019,522
51087200305,2020,736
51087200305,2021,714
51087200418,2017,557
51087200418,2018,541
51087200418,2019,527
51087200418,2020,738
51087200418,2021,714
51087200802,2017,573
51087200802,2018,560
51087200802,2019,539
51087200802,2020,751
51087200802,2021,728
51085321001,2017,517
51085321001,2018,504
51085321001,2019,483
51085321001,2020,691
51085321001,2021,660
51087200152,2017,548
51087200152,2018,531
51087200152,2019,518
51087200152,2020,732
51087200152,2021,710
51085321003,2017,504
51085321003,2018,492
51085321003,2019,473
51085321003,2020,678
51085321003,2021,651
51085321403,2017,402
51085321403,2018,387
51085321403,2019,374
51085321403,2020,543
51085321403,2021,514
51087200122,2017,525
51087200122,2018,508
51087200122,2019,495
51087200122,2020,708
51087200122,2021,688
51087200503,2017,553
51087200503,2018,536
51087200503,2019,522
51087200503,2020,733
51087200503,2021,709
51087200127,2017,528
51087200127,2018,512
51087200127,2019,500
51087200127,2020,713
51087200127,2021,693
51087200125,2017,528
51087200125,2018,514
51087200125,2019,498
51087200125,2020,709
51087200125,2021,685
51087200801,2017,548
51087200801,2018,532
51087200801,2019,517
51087200801,2020,728
51087200801,2021,704
51087200126,2017,526
51087200126,2018,512
51087200126,2019,496
51087200126,2020,707
51087200126,2021,683
51087200412,2017,551
51087200412,2018,535
51087200412,2019,522
51087200412,2020,730
51087200412,2021,707
51087200139,2017,521
51087200139,2018,504
51087200139,2019,492
51087200139,2020,706
51087200139,2021,687
51087200411,2017,550
51087200411,2018,534
51087200411,2019,521
51087200411,2020,729
51087200411,2021,706
51087200142,2017,520
51087200142,2018,503
51087200142,2019,491
51087200142,2020,705
51087200142,2021,686
51087200143,2017,528
51087200143,2018,512
51087200143,2019,500
51087200143,2020,713
51087200143,2021,693
51075400100,2017,751
51075400100,2018,729
51075400100,2019,717
51075400100,2020,490
51075400100,2021,478
51087200904,2017,542
51087200904,2018,526
51087200904,2019,511
51087200904,2020,719
51087200904,2021,696
51087200407,2017,521
51087200407,2018,507
51087200407,2019,491
51087200407,2020,702
51087200407,2021,678
51087200128,2017,770
51087200128,2018,748
51087200128,2019,735
51087200128,2020,505
51087200128,2021,493
51145500300,2017,274
51145500300,2018,264
51145500300,2019,259
51145500300,2020,416
51145500300,2021,414
51087200121,2017,748
51087200121,2018,725
51087200121,2019,712
51087200121,2020,482
51087200121,2021,472
51087200120,2017,741
51087200120,2018,718
51087200120,2019,706
51087200120,2020,477
51087200120,2021,466
51085321002,2017,711
51085321002,2018,694
51085321002,2019,676
51085321002,2020,450
51085321002,2021,433
51087200908,2017,548
51087200908,2018,532
51087200908,2019,517
51087200908,2020,728
51087200908,2021,704
51087200151,2017,540
51087200151,2018,523
51087200151,2019,511
51087200151,2020,723
51087200151,2021,703
51087200144,2017,540
51087200144,2018,523
51087200144,2019,511
51087200144,2020,723
51087200144,2021,703
51087200141,2017,523
51087200141,2018,506
51087200141,2019,494
51087200141,2020,707
51087200141,2021,687
51085321004,2017,475
51085321004,2018,464
51085321004,2019,448
51085321004,2020,652
51085321004,2021,626
51087200905,2017,537
51087200905,2018,520
51087200905,2019,506
51087200905,2020,714
51087200905,2021,691
51087200140,2017,512
51087200140,2018,495
51087200140,2019,484
51087200140,2020,699
51087200140,2021,680
51075400300,2017,280
51075400300,2018,272
51075400300,2019,264
51075400300,2020,425
51075400300,2021,418
51087200413,2017,531
51087200413,2018,514
51087200413,2019,501
51087200413,2020,707
51087200413,2021,687
51087200119,2017,765
51087200119,2018,741
51087200119,2019,728
51087200119,2020,496
51087200119,2021,484
51087200414,2017,513
51087200414,2018,499
51087200414,2019,484
51087200414,2020,696
51087200414,2021,675
51087200906,2017,534
51087200906,2018,516
51087200906,2019,504
51087200906,2020,710
51087200906,2021,688
51087200150,2017,516
51087200150,2018,498
51087200150,2019,486
51087200150,2020,697
51087200150,2021,679
51087200416,2017,511
51087200416,2018,498
51087200416,2019,483
51087200416,2020,688
51087200416,2021,666
51087200903,2020,499
51087200903,2021,485
51087200149,2017,511
51087200149,2018,494
51087200149,2019,483
51087200149,2020,698
51087200149,2021,680
51075400102,2017,512
51075400102,2018,495
51075400102,2019,484
51075400102,2020,699
51075400102,2021,680
51075400200,2017,492
51075400200,2018,474
51075400200,2019,460
51075400200,2020,659
51075400200,2021,642
51087200907,2017,538
51087200907,2018,521
51087200907,2019,508
51087200907,2020,714
51087200907,2021,692
51087200406,2017,733
51087200406,2018,714
51087200406,2019,697
51087200406,2020,470
51087200406,2021,458
51087200129,2020,476
51087200129,2021,466
51087200147,2017,511
51087200147,2018,494
51087200147,2019,483
51087200147,2020,698
51087200147,2021,680
51085320804,2017,496
51085320804,2018,484
51085320804,2019,467
51085320804,2020,671
51085320804,2021,651
51087200148,2017,508
51087200148,2018,490
51087200148,2019,479
51087200148,2020,691
51087200148,2021,673
51087200415,2017,494
51087200415,2018,482
51087200415,2019,467
51087200415,2020,672
51087200415,2021,649
51087200145,2017,510
51087200145,2018,492
51087200145,2019,481
51087200130,2020,472
51087200130,2021,462
51087200146,2017,508
51087200146,2018,490
51087200146,2019,479
51087200146,2020,691
51087200146,2021,673
51085320400,2017,474
51085320400,2018,463
51085320400,2019,449
51085320400,2020,662
51085320400,2021,642
51085320300,2017,508
51085320300,2018,490
51085320300,2019,478
51041100107,2017,619
51041100107,2018,599
51041100107,2019,577
51041100107,2020,793
51041100107,2021,768
51183870202,2017,88
51183870202,2018,85
51183870202,2019,75
51183870202,2020,75
51183870202,2021,70
51149850501,2017,110
51149850501,2018,108
51149850501,2019,97
51149850501,2020,98
51149850501,2021,94
51053840500,2017,142
51053840500,2018,134
51053840500,2019,126
51053840500,2020,131
51053840500,2021,124
51149850502,2017,120
51149850502,2018,116
51149850502,2019,105
51149850502,2020,116
51149850502,2021,111
51053840602,2017,104
51053840602,2018,101
51053840602,2019,90
51053840602,2020,91
51053840602,2021,87
51183870300,2017,74
51183870300,2018,70
51183870300,2019,63
51183870300,2020,60
51183870300,2021,57
51085320200,2019,423
51085320200,2017,450
51085320200,2018,437
51075400400,2017,195
51075400400,2018,188
51075400400,2019,181
51075400400,2020,274
51075400400,2021,272
51187020100,2017,154
51187020100,2018,156
51187020100,2019,147
51069050802,2017,140
51069050802,2018,139
51069050802,2019,130
51069050803,2017,140
51069050803,2018,139
51069050803,2019,130
51069051000,2017,141
51069051000,2018,141
51069051000,2019,132
51069051101,2017,123
51069051101,2018,124
51069051101,2019,113
51840000100,2017,141
51840000100,2018,141
51840000100,2019,132
51043010100,2017,140
51043010100,2018,141
51043010100,2019,131
51187020602,2020,122
51187020602,2021,120
51061930203,2020,92
51061930203,2021,87
51187020300,2020,50
51187020300,2021,47
51187020400,2020,129
51187020400,2021,127
51187020500,2020,129
51187020500,2021,127
51187020101,2020,74
51187020101,2021,70
51187020601,2020,123
51187020601,2021,121
51061930101,2020,235
51061930101,2021,234
51187020102,2020,122
51187020102,2021,119
51107610900,2020,733
51107610900,2021,779
51187020200,2020,128
51187020200,2021,126
51171040102,2020,123
51171040102,2021,121
51069050700,2020,122
51069050700,2021,120
51107610800,2020,384
51107610800,2021,404
51069050801,2020,127
51069050801,2021,124
51043010300,2020,155
51043010300,2021,151
51043010200,2020,131
51043010200,2021,128
51069050804,2020,127
51069050804,2021,124
51069050805,2020,122
51069050805,2021,119
51107610703,2020,472
51107610703,2021,512
51107610601,2020,543
51107610601,2021,578
51069050600,2020,127
51069050600,2021,124
51069050806,2020,127
51069050806,2021,124
51069050807,2020,127
51069050807,2021,124
51069050401,2020,122
51069050401,2021,120
51107610701,2020,323
51107610701,2021,342
51107610702,2020,279
51107610702,2021,304
51107610400,2020,465
51107610400,2021,505
51069050900,2020,122
51069050900,2021,119
51107610202,2020,262
51107610202,2021,278
51840000302,2020,122
51840000302,2021,119
51069051001,2020,130
51069051001,2021,127
51840000301,2020,130
51840000301,2021,127
51043010102,2020,138
51043010102,2021,135
51069051103,2020,130
51069051103,2021,127
51069051002,2020,130
51069051002,2021,127
51840000202,2020,130
51840000202,2021,127
51069051104,2020,131
51069051104,2021,128
51840000101,2020,130
51840000101,2021,127
51840000102,2020,130
51840000102,2021,127
51107610201,2020,259
51107610201,2021,285
51069050500,2020,117
51069050500,2021,115
51840000201,2020,130
51840000201,2021,127
51107610300,2020,355
51107610300,2021,388
51069051102,2020,125
51069051102,2021,123
51069050100,2020,102
51069050100,2021,101
51107610101,2020,144
51107610101,2021,160
51069050200,2020,102
51069050200,2021,101
51069050300,2020,100
51069050300,2021,99
51043010101,2020,153
51043010101,2021,150
51045050100,2018,2
51045050100,2019,2
51137110102,2017,176
51137110102,2018,159
51137110102,2019,154
51137110103,2017,180
51137110103,2018,167
51137110103,2019,159
51047930102,2017,114
51047930102,2018,108
51047930102,2019,103
51061930403,2017,436
51061930403,2018,422
51061930403,2019,441
51061930302,2017,308
51061930302,2018,297
51061930302,2019,311
51047930201,2017,83
51047930201,2018,75
51047930201,2019,73
51137110105,2020,66
51137110105,2021,59
51137110106,2020,156
51137110106,2021,152
51177020104,2020,164
51177020104,2021,161
51137110104,2020,167
51137110104,2021,162
51177020408,2020,169
51177020408,2021,166
51137110107,2020,162
51137110107,2021,157
51177020105,2020,144
51177020105,2021,145
51137110108,2020,162
51137110108,2021,157
51047930501,2020,50
51047930501,2021,44
51047930502,2020,50
51047930502,2021,44
51047930400,2020,169
51047930400,2021,165
51061930703,2020,187
51061930703,2021,182
51047930203,2020,83
51047930203,2021,78
51047930300,2020,79
51047930300,2021,73
51047930202,2020,69
51047930202,2021,64
51061930706,2020,158
51061930706,2021,156
51047930101,2020,70
51047930101,2021,65
51061930704,2020,322
51061930704,2021,330
51061930705,2020,267
51061930705,2021,269
51061930707,2020,149
51061930707,2021,144
51047930104,2020,93
51047930104,2021,85
51047930103,2020,103
51047930103,2021,94
51157950200,2020,58
51157950200,2021,57
51061930206,2020,157
51061930206,2021,155
51061930207,2020,198
51061930207,2021,201
51061930404,2020,399
51061930404,2021,416
51061930305,2020,287
51061930305,2021,300
51061930205,2020,167
51061930205,2021,162
51061930405,2020,293
51061930405,2021,306
51061930306,2020,180
51061930306,2021,184
51157950100,2020,51
51157950100,2021,50
51061930303,2020,324
51061930303,2021,341
51061930204,2020,113
51061930204,2021,107
51047930204,2020,81
51047930204,2021,75
51137110105,2017,41
51137110105,2018,34
51137110105,2019,32
51137110102,2020,59
51137110102,2021,56
51137110200,2017,58
51137110200,2018,50
51137110200,2019,45
51137110106,2017,83
51137110106,2018,79
51137110106,2019,73
51177020104,2017,87
51177020104,2018,87
51177020104,2019,78
51137110104,2017,86
51137110104,2018,84
51137110104,2019,77
51113930102,2017,41
51113930102,2018,33
51177020408,2017,93
51177020408,2018,92
51177020408,2019,84
51137110107,2017,80
51137110107,2018,79
51137110107,2019,72
51137110103,2020,69
51137110103,2021,67
51137110108,2017,80
51137110108,2018,79
51137110108,2019,72
51047930501,2017,34
51047930501,2018,28
51047930501,2019,26
51113930101,2017,33
51113930101,2018,27
51113930101,2019,25
51047930502,2017,34
51047930502,2018,28
51047930502,2019,26
51179010301,2017,142
51179010301,2018,137
51179010301,2019,127
51179010301,2020,240
51179010301,2021,248
51047930400,2017,80
51047930400,2018,79
51047930400,2019,73
51113930200,2020,28
51113930200,2021,25
51047930204,2017,34
51047930204,2018,28
51047930204,2019,26
51061930703,2017,91
51061930703,2018,92
51061930703,2019,85
51113930202,2017,35
51113930202,2018,28
51113930202,2019,26
51047930201,2020,30
51047930201,2021,27
51047930203,2017,37
51047930203,2018,30
51047930203,2019,30
51047930202,2017,36
51047930202,2018,29
51047930202,2019,27
51061930706,2017,127
51061930706,2018,114
51061930706,2019,107
51047930101,2017,37
51047930101,2018,30
51047930101,2019,30
51061930704,2017,214
51061930704,2018,211
51061930704,2019,202
51061930705,2017,185
51061930705,2018,176
51061930705,2019,167
51061930707,2017,119
51061930707,2018,108
51061930707,2019,103
51047930104,2017,58
51047930104,2018,53
51047930104,2019,48
51047930102,2020,62
51047930102,2021,54
51047930103,2017,79
51047930103,2018,77
51047930103,2019,72
51157950200,2017,34
51157950200,2018,34
51157950200,2019,37
51061930206,2017,131
51061930206,2018,116
51061930206,2019,111
51061930207,2017,164
51061930207,2018,149
51061930207,2019,148
51061930404,2017,222
51061930404,2018,212
51061930404,2019,212
51061930403,2020,232
51061930403,2021,243
