geoid,region_type,region_name,year,measure,value,measure_type,moe
11001000802,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.12258826169541,index,NA
11001001500,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.75746914149957,index,NA
11001000100,tract,"Washington, District of Columbia",2019,RISK_SCORE,13.1590175176476,index,NA
11001001200,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.977681906135,index,NA
11001001600,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.01450573651359,index,NA
11001002002,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.6559665845185,index,NA
11001002201,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.34865849212372,index,NA
11001002202,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.66713479104058,index,NA
11001002502,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.9380299141148,index,NA
11001002302,tract,"Washington, District of Columbia",2019,RISK_SCORE,13.6230114749949,index,NA
11001002801,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.5320418216751,index,NA
11001002900,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.935736747914,index,NA
11001003200,tract,"Washington, District of Columbia",2019,RISK_SCORE,11.3542061097959,index,NA
11001004400,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.55334912314766,index,NA
11001004600,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.85311480375367,index,NA
11001004701,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.8193428085596,index,NA
11001004702,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.52394019128716,index,NA
11001006700,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.77413043360359,index,NA
11001006804,tract,"Washington, District of Columbia",2019,RISK_SCORE,7.41860664597909,index,NA
11001000201,tract,"Washington, District of Columbia",2019,RISK_SCORE,7.32599443450554,index,NA
11001000202,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.8058258231308,index,NA
11001000400,tract,"Washington, District of Columbia",2019,RISK_SCORE,5.34345065681012,index,NA
11001007404,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.5217329058495,index,NA
11001000501,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.50764015330929,index,NA
11001000600,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.77156313755308,index,NA
11001007409,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.7250385446138,index,NA
11001007703,tract,"Washington, District of Columbia",2019,RISK_SCORE,12.824137875316,index,NA
11001007803,tract,"Washington, District of Columbia",2019,RISK_SCORE,11.15436584871,index,NA
11001000801,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.88554774832871,index,NA
11001000702,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.66365425208913,index,NA
11001000701,tract,"Washington, District of Columbia",2019,RISK_SCORE,12.0253611310896,index,NA
11001000901,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.23895091701495,index,NA
11001001001,tract,"Washington, District of Columbia",2019,RISK_SCORE,11.1464760873191,index,NA
11001001100,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.9414680739874,index,NA
11001007807,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.3961616502016,index,NA
11001007809,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.4796024567055,index,NA
11001007903,tract,"Washington, District of Columbia",2019,RISK_SCORE,7.65518761572489,index,NA
11001001702,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.35050607861381,index,NA
11001001804,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.4186239739134,index,NA
11001001901,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.5665316874978,index,NA
11001002001,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.05572224093623,index,NA
11001008002,tract,"Washington, District of Columbia",2019,RISK_SCORE,7.82978802180757,index,NA
11001008100,tract,"Washington, District of Columbia",2019,RISK_SCORE,7.56559470013652,index,NA
11001008301,tract,"Washington, District of Columbia",2019,RISK_SCORE,6.93798751558259,index,NA
11001008302,tract,"Washington, District of Columbia",2019,RISK_SCORE,7.10802654858424,index,NA
11001009400,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.2574517328936,index,NA
11001003400,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.9273411264786,index,NA
11001003600,tract,"Washington, District of Columbia",2019,RISK_SCORE,7.93888546880918,index,NA
11001004001,tract,"Washington, District of Columbia",2019,RISK_SCORE,7.46303297905935,index,NA
11001004202,tract,"Washington, District of Columbia",2019,RISK_SCORE,7.94201125992994,index,NA
11001009507,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.07861798585836,index,NA
11001009810,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.5154799337576,index,NA
11001009801,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.60495741999758,index,NA
11001009803,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.6823868701852,index,NA
11001004300,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.32706786971558,index,NA
11001005201,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.14256528025966,index,NA
11001005301,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.78074095997794,index,NA
11001005500,tract,"Washington, District of Columbia",2019,RISK_SCORE,12.4598118574534,index,NA
11001006802,tract,"Washington, District of Columbia",2019,RISK_SCORE,7.47832031748078,index,NA
11001007304,tract,"Washington, District of Columbia",2019,RISK_SCORE,11.8863881674769,index,NA
11001007401,tract,"Washington, District of Columbia",2019,RISK_SCORE,11.4174521456146,index,NA
11001009901,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.27928427220436,index,NA
11001009902,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.5013835503987,index,NA
11001009906,tract,"Washington, District of Columbia",2019,RISK_SCORE,7.57211073431891,index,NA
11001009907,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.78393020860385,index,NA
11001010200,tract,"Washington, District of Columbia",2019,RISK_SCORE,11.952425392921599,index,NA
11001010800,tract,"Washington, District of Columbia",2019,RISK_SCORE,13.4875194139795,index,NA
11001007403,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.87565223936457,index,NA
11001007406,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.2490624823429,index,NA
11001007408,tract,"Washington, District of Columbia",2019,RISK_SCORE,9.35240888934231,index,NA
11001011100,tract,"Washington, District of Columbia",2019,RISK_SCORE,12.6636454222085,index,NA
11001007503,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.95480533446451,index,NA
11001007804,tract,"Washington, District of Columbia",2019,RISK_SCORE,15.7127546781575,index,NA
11001007901,tract,"Washington, District of Columbia",2019,RISK_SCORE,10.4486304266129,index,NA
11001008701,tract,"Washington, District of Columbia",2019,RISK_SCORE,8.0557014341871,index,NA
