"ID","UST","DSLPM","CANCER","RESP","PTRAF","PWDIS","PNPL","PRMP","PTSDF","OZONE","PM25","PRE1960PCT","PC1","PC_z","FIPS","Geographic Area Name","Tpop","**Accees to Care","Education","Employment Access","Labor Force Participation","Population Density","Walkability","**Spatial Segregation","Income Inequality","Affordability*","Environmental","Food Access*","Townsend","Incarceration*","Mobility*"
51001090800,0.13009607395,0.104298162798271,20,0.2,53.9997731540263,0,0.013070412180336,0.310143277827389,0.022054193685742,41.5885738562092,6.19368794520548,0.342255125284738,-1.3723669606534,-1.3723669606534,51001,"Census Tract 908, Accomack County, Virginia",3557,-0.516015675436958,12.9,1843,45.7,53.6,9.2,0.393770201406,0.4158,59,-0.897240718555665,0.0710431654676259,0.228448303182855,650,4
51001980100,0,0,0,0,0,0,0.013719095753264,0.052762050449164,0.078290384816522,41.3720091503268,6.25556164383562,0,-2.59093824016925,-2.59093824016925,51001,"Census Tract 9801, Accomack County, Virginia",27,2.92803685946211,12,1655,100,1.9,1,-1.14096394973,0.3969,31,-0.263561542046499,0.0613262649759,0.243715074674959,1e-04,0.2
51003010100,0.019197154041,0.077456577942932,20,0.3,0.144251229595286,0,0.05020538071763,0.097441502134333,0.080904919272078,38.5001222222222,6.80466709589041,0.152183701035569,-1.31447855649975,-1.31447855649975,51003,"Census Tract 101, Albemarle County, Virginia",4710,-0.511050882736909,14.7,3053,53.2,57.3,11.5,1.05082804932,0.5178,53,-0.825624175529767,0.0090919542220803,0.191594803300805,175,7.1
51003010201,0.303963226667,0.101992867115075,30,0.3,261.001376880152,0,0.029342402639767,0.051031440239865,0.088698716411653,38.507345751634,6.95202934246575,0.021860701576004,-1.08560141375358,-1.08560141375358,51003,"Census Tract 102.01, Albemarle County, Virginia",5395,-0.352900020720016,15.1,4093,69.5,611.3,7.2,0.624808799352,0.3644,52,-0.641733492288989,0.129504446928421,0.138079354807739,180,6.2
51003010202,0.473190849156,0.11167701523421,30,0.3,5.71588715198995,0,0.038897239669548,0.0610289958262,0.168192064990145,38.4613333333333,6.90557602739726,0.122026093630084,-1.07143722340278,-1.07143722340278,51003,"Census Tract 102.02, Albemarle County, Virginia",3021,1.39966477783061,15.9,5764,61.7,137.8,7.5,0.106522856889,0.4283,56,-0.644051553649764,0.0984725381865453,0.066964396318475,62,5.7
51003010301,1.0631106357,0.132785670224889,30,0.3,274.418539643398,0,0.031779693472085,0.047395643409178,0.128253855741459,38.4073281045752,6.99105460273973,0,-1.01148814193979,-1.01148814193979,51003,"Census Tract 103.01, Albemarle County, Virginia",2025,0.887577815585607,13.8,8375,71,695.9,4.2,-0.694110539356,0.3633,49,-0.586711122359255,0.0779204741911583,0.272358943585978,206,8.6
51003010302,0,0.132785670224889,30,0.3,73.4956502061995,0,0.03219903455956,0.047896693447621,0.179741345880731,38.4073281045752,6.99105460273973,0.055690072639225,-1.03453711844837,-1.03453711844837,51003,"Census Tract 103.02, Albemarle County, Virginia",1342,2.30235182849798,15.5,9605,58.4,813.3,2,-0.632923153806,0.3938,56,-0.573508714492902,0.0779204741911583,0.345441269639059,69,9.8
51003010303,0.653073456412,0.132785670224889,30,0.3,154.760768130423,0,0.031075656101795,0.049760341990572,0.136245636828418,38.4073281045752,6.99105460273973,0.072891853263459,-1.01244362864268,-1.01244362864268,51003,"Census Tract 103.03, Albemarle County, Virginia",5400,-0.92584846789875,14.7,8320,73.8,2049,13.7,0.0482404065608,0.3281,48,-0.593198055405982,0.0779204741911583,0.196946348661075,35,16.6
51003010401,0.13577844149,0.107796341327428,30,0.3,72.176703308705,1.372465208e-06,0.025744490947263,0.091208707902411,0.086874784904226,38.0754019607843,7.06912849315068,0.257904245709123,-1.03705131926033,-1.03705131926033,51003,"Census Tract 104.01, Albemarle County, Virginia",4264,1.18558040070336,14.6,3909,63.9,46.5,10.7,-0.0445337746178,0.5762,51,-0.640951140542848,0.188241324980011,0.147258572971736,332,5.7
51003010402,0.579814294615,0.144414874713767,30,0.3,33.4833515096104,1.9724691382e-05,0.027910935526879,0.074015384120887,0.082440702323153,37.8563908496732,7.0926704109589,0.085342019543974,-1.03031681670379,-1.03031681670379,51003,"Census Tract 104.02, Albemarle County, Virginia",3028,2.55629671456303,15.4,4872,52.9,291,7,-0.28257221647,0.4767,54,-0.603529154902822,0.124932832265491,0.170613699148491,139,13.9
51003010501,0.767770179763,0.173619640894873,30,0.4,96.408569154676,7.26422096e-06,0.032158074732196,0.050385759264103,0.188692196084258,38.1464973856209,7.06570493150685,0.058988764044944,-0.649779368052728,-0.649779368052728,51003,"Census Tract 105.01, Albemarle County, Virginia",2663,2.26624665226903,15.5,11612,69.5,355.8,7.3,-0.795372031271,0.3235,53,-0.36233009412478,0.0457848283636875,0.154956658070396,67,9.3
51003010502,6.84354773101,0.173619640894873,30,0.4,639.245054065789,2.8874534683e-05,0.033257984527639,0.053117704008085,0.183056503407837,38.1464973856209,7.06570493150685,0.055004955401387,-0.468750112107108,-0.468750112107108,51003,"Census Tract 105.02, Albemarle County, Virginia",3217,2.07596440358251,15,19324,63,3327.5,12.8,-1.03959658518,0.4285,37,-0.135078212216011,0.0457847237508254,0.31792059025296,207,11.1
51003010602,2.44333480911,0.187744038488982,30,0.4,237.618785824314,0,0.034733488618741,0.05018341087034,0.388372679896551,38.2766718954248,7.02990219178082,0.006852444038374,-0.560576547423736,-0.560576547423736,51003,"Census Tract 106.02, Albemarle County, Virginia",4469,0.0187796541700201,15.9,19141,67.9,2557.5,11.3,-0.279089794127,0.3881,44,-0.285553384007473,0.00148337415486315,0.109756418678699,226,18.6
51003010603,28.876313847,0.189551527868472,30,0.4,1120.99049004981,0,0.036169985789903,0.053602931823153,1.01539581208092,38.3393450980392,6.99803591780822,0.009332376166547,0.115955858255835,0.115955858255835,51003,"Census Tract 106.03, Albemarle County, Virginia",2134,2.42193202911798,14.9,35015,48.5,4341.6,9,-1.34194521794,0.3344,35,0.111857103830961,0.023177384897932,0.336377730180553,167,40.4
51003010604,4.86984644699,0.189551527868472,30,0.4,729.80700667984,0,0.034671501780325,0.050628136671286,0.388789702009531,38.3393450980392,6.99803591780822,0.025014889815366,-0.444160915461638,-0.444160915461638,51003,"Census Tract 106.04, Albemarle County, Virginia",4362,2.33544005337459,15.3,26050,62.5,3418.6,12.3,-1.02524253027,0.4619,45,-0.257125041234458,0.0232078390923156,0.2611187181558,346,16.2
51003010701,40.0322215199,0.186017809901069,30,0.4,344.965372378183,0,0.0386346922752,0.059186067335807,1.45466218521672,38.3547660130719,6.96921282191781,0.066710268149117,0.272619063891169,0.27261906389117,51003,"Census Tract 107.01, Albemarle County, Virginia",2887,-1.4945831229331,14.6,35896,68.2,7155.8,6.8,-1.3235522531,0.4606,36,0.0633968235926407,0.0924328722538649,0.339708950024462,694,25.1
51003010702,13.9872166213,0.186017809901069,30,0.4,344.625508743872,0,0.037718897006095,0.057335031934063,0.857788105267248,38.3547660130719,6.96921282191781,0.060301507537688,-0.27319687875589,-0.27319687875589,51003,"Census Tract 107.02, Albemarle County, Virginia",3418,0.8129250620235,14.2,33502,68.3,5253.5,15.7,-1.30955781517,0.437,38,-0.221128408629053,0.0924328722538649,0.121693840078259,712,30.9
51003010801,7.90943555338,0.183934032280564,30,0.4,579.429969285434,0,0.040305226834457,0.06284394547038,0.869951635511353,38.3626738562091,6.94587191780822,0.104287369640787,-0.343391665119161,-0.343391665119161,51003,"Census Tract 108.01, Albemarle County, Virginia",3029,1.15914906196338,15.2,27290,67.8,6751.9,12,-0.834676154808,0.4161,36,-0.191473805868352,0.0261032863849765,0.287218178819977,470,14.7
51003010802,1.50497583439,0.183934032280564,30,0.4,102.805761331186,0,0.040720309054412,0.064391674826535,0.53567436084225,38.3626738562091,6.94587191780822,0.02037037037037,-0.590709879556854,-0.590709879556854,51003,"Census Tract 108.02, Albemarle County, Virginia",2313,0.484512075425999,14.8,24276,66.3,3434.4,11.2,-1.07122887979,0.4903,41,-0.353258553364864,0.0261032863849765,0.219412316865682,620,8.5
51003010901,5.92611204713,0.231563179020421,30,0.4,829.000106281237,0,0.041909506069828,0.065771605356447,0.715235945020843,38.2532588235294,6.97401808219178,0.059322033898305,-0.289295958440066,-0.289295958440066,51003,"Census Tract 109.01, Albemarle County, Virginia",1838,2.49112557482306,16.5,23488,32.7,3276,12.3,-0.703639076874,0.5433,35,-0.175738224137277,0.108421052631579,0.47196085631935,57,52.3
51003010904,9.97485694445,0.247505025648487,30,0.4,515.765668861719,2.5604499575e-05,0.04175781633825,0.064257782024903,1.1162520913334,38.170968627451,6.98029835616438,0.091710758377425,-0.172915660314501,-0.172915660314501,51003,"Census Tract 109.04, Albemarle County, Virginia",7117,2.17975456061161,15,26048,31.1,6127.1,15,-0.452852169306,0.5407,30,-0.0488170608622212,0.370811711737217,0.687996812863923,32,69.8
51003011000,0.49898209662,0.120156083061626,30,0.3,112.914822745386,0,0.058164002702956,0.124383866368571,0.248599896993772,38.2103803921569,6.86944728767123,0.207422823447797,-1.0235584071485,-1.0235584071485,51003,"Census Tract 110, Albemarle County, Virginia",6674,1.92027892009665,16.3,6219,58.9,265.9,15,0.917314776604,0.4814,55,-0.613012770996838,0.053560076287349,0.180377079560365,121,10
51003011101,0.178897709512,0.101879809841096,30,0.3,126.925401088367,0,0.10714661461141,0.737374888642898,0.069778636594166,38.0863032679739,6.80854410958904,0.340328467153284,-0.990057094181731,-0.990057094181731,51003,"Census Tract 111.01, Albemarle County, Virginia",1993,1.68123113377391,14.9,3351,58.9,565.2,11.5,0.289840019001,0.3912,39,-0.611773084712929,0.0681947608200456,0.15427431225561,104,21.7
51003011102,0.870859535271,0.101879809841096,30,0.3,106.68865577832,0,0.113488323712606,0.994925462770941,0.067915240397095,38.0863032679739,6.80854410958904,0.029807692307692,-1.04058019286926,-1.04058019286926,51003,"Census Tract 111.02, Albemarle County, Virginia",2504,1.68027158060439,15.9,3485,67.1,1238.6,3,0.382570451155,0.347,54,-0.59525441182556,0.0681947608200456,0.164430412495868,152,7.1
51003011103,0.985088366372,0.101879809841096,30,0.3,40.529572180182,0,0.149211116895299,0.379433576888416,0.068088337406565,38.0863032679739,6.80854410958904,0.138888888888888,-1.08013044243531,-1.08013044243531,51003,"Census Tract 111.03, Albemarle County, Virginia",3651,0.909642891318541,16,3216,65,1885.2,8.8,0.502792770253,0.4967,56,-0.630864108548348,0.0681947608200456,0.249161357946958,152,17.3
51003011201,0.114662601415,0.100237258624732,30,0.3,52.677278991929,1.1673544e-07,0.216785117318816,0.129562704381926,0.081648145798054,37.7826333333333,6.77399095890411,0.243672456575682,-1.11417375937589,-1.11417375937589,51003,"Census Tract 112.01, Albemarle County, Virginia",4388,-0.133895444032858,15,2706,67.6,51.8,11.5,0.545080577254,0.506,50,-0.702311102438069,0.0110390637064967,0.138327494592797,473,8.2
51003011202,0.334129855912,0.123969311311499,30,0.3,190.197622672719,1.1533990538e-05,0.050880850334142,0.074124807677646,0.268575622771636,37.7704411764706,6.85322109589041,0.114211550940947,-1.08234717952827,-1.08234717952827,51003,"Census Tract 112.02, Albemarle County, Virginia",3555,0.384473580241553,15.7,7006,63.5,422.2,8.5,-0.264127627776,0.4866,56,-0.64731127566831,0.00292997363023733,0.11066516555076,99,14.2
51003011301,0.0677991739311,0.107047803471397,30,0.3,1.72293019393569,2.290956719e-06,0.035588565275393,0.100820923285534,0.106412150738726,37.5708326797386,6.97821808219178,0.092584834520318,-1.15785589657683,-1.15785589657684,51003,"Census Tract 113.01, Albemarle County, Virginia",5383,-1.69072862428972,14,4383,70.4,105.9,12.3,0.199769527531,0.357,49,-0.691846398347225,0.197217053793213,0.159516615918358,562,5.1
51003011302,3.35043092057,0.229284425848205,30,0.4,1202.22803349209,2.7244511319e-05,0.042284388785064,0.062333641909935,0.422766644117877,38.0173947712418,6.99223397260274,0.016255605381166,-0.355490521330172,-0.355490521330172,51003,"Census Tract 113.02, Albemarle County, Virginia",4695,-0.415031807244409,14.5,15496,77.8,4850.7,11.7,-1.02469479248,0.3961,35,-0.218762626687458,0.365524324815378,0.39739435152168,368,30.5
51003011303,3.75795665028,0.221943321427541,30,0.4,299.200194602745,8.8378706035e-05,0.038658464289779,0.056867215427331,0.257179956513976,38.006160130719,7.02902383561644,0.00357568533969,-0.503292355700827,-0.503292355700827,51003,"Census Tract 113.03, Albemarle County, Virginia",4096,0.00597362042401378,15.1,16127,65.8,2090.3,13.7,-1.11138085942,0.3668,42,-0.259322757666837,0.00572207664621415,0.182040054258459,373,26.9
51003011400,0.127864442923,0.096298782277161,30,0.3,9.97490859902364,0.000647867311831,0.036162140104458,0.30348061353673,0.041924220932836,37.114645751634,6.8414495890411,0.337016574585635,-1.16175530238201,-1.16175530238201,51003,"Census Tract 114, Albemarle County, Virginia",5248,-1.45897012696273,13.6,2069,63.6,53.8,13.7,-0.6341656261,0.4012,42,-0.721211773029304,0.0124118377558009,0.253465232858582,482,10.4
51005070100,2.63424639252,0.411140820027564,20,0.3,314.384463000708,0.021815067131982,0.254476664916208,0.068293756585584,0.159339272488934,37.1376928104575,6.72787863013699,0.629270780214176,-0.535458677037986,-0.535458677037986,51005,"Census Tract 701, Alleghany County, Virginia",3715,-0.833349527125749,13,2146,49.3,2371.1,19.8,0.00274142116717,0.4988,43,-0.446165595550093,0.269512503157363,0.387745813085592,1214,13.4
51005080100,0.146068851957,0.11173764603637,20,0.3,134.015965696181,0.017444568830746,0.313717594328487,0.064440767469501,0.346962419741646,36.9292045751634,6.68230191780822,0.310826542491268,-1.26017123143832,-1.26017123143832,51005,"Census Tract 801, Alleghany County, Virginia",3498,0.688368678023291,12.7,1636,49.1,61.7,10.3,0.197267083335,0.4293,53,-0.83636345497132,0.00067872613717236,0.217486055812504,991,6.4
51005080201,0.174855308668,0.121591938066185,20,0.3,55.9476883346606,0.005690241545403,0.12093644307714,0.527668474363756,0.143993627288422,37.4163,6.71398465753425,0.276554404145077,-1.22476050317063,-1.22476050317063,51005,"Census Tract 802.01, Alleghany County, Virginia",2713,1.04457780229042,13.1,2101,58.1,51.1,7.2,-0.0995350481148,0.4234,60,-0.782779047162519,0.229415904292752,0.181845860145755,641,7.4
51005080202,0.0815210291214,0.073010495627213,20,0.3,27.2697894013326,0.008976298753844,0.067473938493622,0.340767250063597,0.084477056108167,38.0223202614379,6.82136082191781,0.321924144310823,-1.27178352624726,-1.27178352624726,51005,"Census Tract 802.02, Alleghany County, Virginia",2075,1.48652929257805,12.5,2240,40.9,308.3,9.3,-0.0997100442125,0.502,54,-0.792150495235587,0.00684670977558007,0.157792719020517,916,3
51005080301,0.0623297401695,0.073073145363229,20,0.2,11.0285420976331,0.002146100259291,0.059937109501383,0.470041502176201,0.065882708057713,37.5981261437909,6.63592465753425,0.23009814612868,-1.66388717537858,-1.66388717537858,51005,"Census Tract 803.01, Alleghany County, Virginia",1682,1.70810798532106,12.9,1589,57.7,18.1,1.8,-0.436735028711,0.3619,58,-1.04160926710603,0.0010498687664042,0.137757663009562,483,3.5
51005080302,0.0386554031093,0.065474716485509,20,0.2,46.1913503518816,0.000304639784272,0.037505038757658,0.075707696545621,0.0420912020938,38.337660130719,6.78826082191781,0.354601226993865,-1.59033000913471,-1.59033000913471,51005,"Census Tract 803.02, Alleghany County, Virginia",1347,1.08907768207278,12.5,1491,55.1,11.6,4.2,-0.179324518846,0.4301,60,-1.02316116136376,0.124919510624598,0.175494061902613,815,6.8
51007930101,0.0279027132313,0.09367566321635,30,0.3,7.87425100972086,3.371383812e-06,0.025359296739933,0.029734078979836,0.020707451023263,36.4012385620915,7.32236575342466,0.174174174174174,-1.19302715687678,-1.19302715687678,51007,"Census Tract 9301.01, Amelia County, Virginia",2125,1.60111349468438,12.7,1966,57.6,25.7,3,-1.01513825559,0.4235,43,-0.717345133068231,0.0533776941993346,0.199394758196083,641,3.8
51007930102,0.100201876119,0.09367566321635,30,0.3,13.7198166601593,8.225063821e-06,0.02374382436511,0.033793025501615,0.030626951453168,36.4012385620915,7.32236575342466,0.104733131923464,-1.20995406969486,-1.20995406969486,51007,"Census Tract 9301.02, Amelia County, Virginia",4807,-0.557232571068887,12.7,2547,70.4,58.1,7.8,-0.450647218476,0.3976,45,-0.714665483842505,0.0533776941993346,0.349283060903126,556,28.6
51007930200,0.105966618606,0.099585445924295,30,0.3,27.6867101916756,0.015495666628185,0.023459916866229,0.036528763203528,0.028672358534372,36.7036104575163,7.41914657534247,0.187807648617947,-1.12224621164169,-1.12224621164169,51007,"Census Tract 9302, Amelia County, Virginia",6038,-1.38509883243716,12.6,2568,61,41.2,12.8,-0.40639945518,0.4531,44,-0.671311020929428,0.0713172927124805,0.28665696061452,694,8.6
51009010100,0.0613936689518,0.081696154729023,20,0.3,14.6089617012692,0.000245538650746,0.106509201990791,0.123578320500971,0.046959721200332,36.6618620915033,6.79519506849315,0.352482560525235,-1.39235998508687,-1.39235998508687,51009,"Census Tract 101, Amherst County, Virginia",4705,-1.14874002737984,13.2,1846,55.7,26.2,10.5,0.32257303907,0.4813,51,-0.898854518283077,0.0559757942511346,0.280287397520674,526,23.4
51009010201,0.222039901565,0.101530126286012,30,0.3,157.169931098241,6.3592473124e-05,0.06690119053054,0.507523898449592,0.06143381234398,36.9118901960784,7.04142136986301,0.259131293188548,-1.08690409580892,-1.08690409580892,51009,"Census Tract 102.01, Amherst County, Virginia",4929,-1.03041353036848,13.5,3185,53.8,258.9,12.5,-0.479749069518,0.4106,51,-0.650220651255309,0.000276319425255595,0.204045164961331,475,21.2
51009010202,0.0121409060283,0.101530126286012,30,0.3,37.9123048721226,0.000597905247066,0.057089243155097,0.203864405635213,0.063066834374527,36.9118901960784,7.04142136986301,0.060693641618497,-1.20274680285423,-1.20274680285423,51009,"Census Tract 102.02, Amherst County, Virginia",2184,0.483254957555838,13.1,2433,60.2,49.5,1.3,-0.583723000947,0.3327,50,-0.712027679134875,0.000276319425255595,0.0894823575924855,537,2.5
51009010300,0.112853210898,0.115428138195435,30,0.3,2.46507507429327,0.000939160435127,0.038002365726028,0.203468509154212,0.20042155328897,36.9760411764706,7.13726191780822,0.207015130674002,-1.0927675624274,-1.0927675624274,51009,"Census Tract 103, Amherst County, Virginia",3267,0.48688919293538,13.4,2876,62,108.8,3.7,-0.306284187704,0.3769,51,-0.661896796778842,0.226344549899338,0.108333478509761,628,6.3
51009010401,0.440824770963,0.143949291657459,30,0.3,127.186245352745,0.000840463540064,0.040711822190407,0.105242175623289,0.128643066930217,37.0665169934641,7.20628767123288,0.209259259259259,-1.01032770807551,-1.01032770807551,51009,"Census Tract 104.01, Amherst County, Virginia",3792,0.115999075923419,12.9,2785,67,342.3,5.8,-0.935733776269,0.3908,47,-0.612172610044541,0.214518518518519,0.266716187580205,1003,10.7
51009010402,1.23511158257,0.173135034635418,30,0.3,69.4146115958903,2.6038706578e-05,0.036737705698028,0.124754869949325,0.163771301175266,37.1288052287582,7.28417095890411,0.200607902735562,-0.920086332475119,-0.920086332475119,51009,"Census Tract 104.02, Amherst County, Virginia",3176,0.512908688845672,12.7,3739,65.4,577.7,8.7,-0.949802587541,0.3925,46,-0.524591524550325,0.0972634355423673,0.236459932316162,323,7.5
51009010504,6.0343804017,0.203572817326402,30,0.3,187.169784038015,0.000637738623995,0.033064375344103,0.270986683993839,0.326932578315406,37.2157450980392,7.34660821917808,0.316056338028169,-0.665649898014511,-0.665649898014511,51009,"Census Tract 105.04, Amherst County, Virginia",4020,-0.99576822561434,13.2,5735,67.2,1122.1,11.2,-1.09269565109,0.4042,45,-0.355438530589856,0.111193660227836,0.31570575460581,594,9.2
51009010505,2.75902097024,0.250870670276669,30,0.4,540.100258965603,0.012589049514471,0.029684617330441,1.07945670612985,1.0311865955595,37.308560130719,7.42400767123288,0.688149688149688,0.0277501364112789,0.0277501364112792,51009,"Census Tract 105.05, Amherst County, Virginia",1143,0.0271514752202515,11.3,13837,56.9,459,8.7,-0.786071863661,0.3933,39,-0.0126002025246314,0.0719106541600006,0.447705678767236,2245,5.7
51009010506,3.60190045087,0.186692148653983,30,0.4,280.629901868787,0.004280319561199,0.032528906155344,0.333646158074219,0.409750396445626,37.2263326797386,7.3683698630137,0.243559718969555,-0.434320023141744,-0.434320023141744,51009,"Census Tract 105.06, Amherst County, Virginia",1756,0.375518891255075,12.7,7855,56.8,318.1,7.5,-1.23387637783,0.3794,42,-0.216302734215822,0.0611278519156263,0.445494017478495,938,10.7
51009010600,0.230009579981,0.129223727124656,30,0.3,17.4094441449421,0.001303661589009,0.035325963738764,0.27434052699782,0.301744999156485,37.1844614379085,7.31592849315069,0.184466019417475,-0.985382255375855,-0.985382255375856,51009,"Census Tract 106, Amherst County, Virginia",2810,0.0469966853071334,12,3518,59.5,106.9,6.7,-1.07473055171,0.4619,46,-0.586806651355156,0.418419144307469,0.21817618569117,1185,9
51011040101,0.345325342824,0.121448025396623,30,0.3,21.72183393973,2.46121134e-06,0.027489731431108,0.158982460766883,0.049916256702119,36.958114379085,7.29406767123288,0.210727969348659,-1.06248150988539,-1.06248150988539,51011,"Census Tract 401.01, Appomattox County, Virginia",3752,-0.107123641358567,13.3,2095,68.2,101.7,5.2,-0.693130561209,0.3499,52,-0.637802443053482,0.27409055558743,0.122777456578746,325,8.4
51011040102,0.468351298666,0.121448025396623,30,0.3,28.8711134014237,6.861084405e-06,0.030821971535098,0.27166522173335,0.049301051239974,36.958114379085,7.29406767123288,0.299095607235142,-1.01945813483843,-1.01945813483843,51011,"Census Tract 401.02, Appomattox County, Virginia",3307,-0.189462425366243,12.8,2765,57.1,527.4,14.7,-0.818741885134,0.4347,48,-0.594698414147219,0.274108527131783,0.304103362963079,760,10.7
51011040200,0.0667647968941,0.104492765572753,30,0.3,25.9135973919926,0.000436486837571,0.032917785037086,0.095357914375201,0.076998462022562,36.8849352941176,7.18981589041096,0.164383561643835,-1.14805280238254,-1.14805280238254,51011,"Census Tract 402, Appomattox County, Virginia",4677,-0.979731806600568,13.1,1992,61.2,42.2,8.2,-0.262088923238,0.4142,52,-0.691880053740459,0.0301045333894201,0.200183394603447,679,4.4
51011040300,0.0880269263849,0.101837609683212,30,0.3,17.7594794846644,2.07023267e-07,0.033004477929724,0.131643830921703,0.036425041109344,36.7426535947712,7.2550797260274,0.19533527696793,-1.1413229827508,-1.1413229827508,51011,"Census Tract 403, Appomattox County, Virginia",4078,0.204795808322945,12.7,1685,48.2,30.1,11.7,-0.743468188703,0.4535,47,-0.687669503971877,0.0437447191873803,0.270544222545801,1018,4.2
51013100100,11.7287632487,0.435439708838238,30,0.4,2385.84335397732,0.000380396520938,0.06725742373135,0.166966866809525,0.314736568875838,43.2480947712418,8.60675452054794,0.718249733191035,1.40713301974516,1.40713301974516,51013,"Census Tract 1001, Arlington County, Virginia",5593,0.227770928463283,16.3,73825,70.5,6755.9,17.3,0.542551883643,0.3841,55,0.732456606381125,0.00877568493150685,0.0886618684995955,39,5.5
51013100200,8.96838746493,0.422481023815176,30,0.4,511.451659979248,0.001141620816785,0.073075763517881,0.218835585066507,0.672802726120892,43.3280633986928,8.62272,0.665809768637532,1.12778818792008,1.12778818792008,51013,"Census Tract 1002, Arlington County, Virginia",6770,2.68140773750112,16.2,78420,58.8,5769,20,0.767806860561,0.4334,51,0.633933996475664,0.0300135313825388,0.0876450470574906,1e-04,11.7
